name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Great Maul	hamm		gma	mau	gma	0		1	1	0	0	0	1	52	100	0	0	2	20	90	0	30	0	72	0	32	0	6430	271890	0	312		gma	9gm	7gm	stf	stf	5	2hsl	2	3	0	0	0	0	flpgma	invgma	invgma	invgma	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	0	0	0	0	255	0	0	0	0	255	0	0	1	1	20	0	1	0	1	255			2	2	0	xxx	xxx	1	0
Battle Hammer	hamm		9wh	whm	9wh	0		1	1	0	0	0	1	54	104	0	0	0	20	105	0	46	0	66	0	48	27	13086	762862	0	313		whm	9wh	7wh	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpwhm	invbthm			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			178	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
War Club	hamm		9m9	mau	9m9	0		1	1	0	0	0	1	80	156	0	0	1	10	120	0	66	0	72	0	45	27	10620	591248	0	313		mau	9m9	7m7	stf	stf	5	2hsl	2	4	0	0	0	0	flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Martel de Fer	hamm		9gm	mau	9gm	0		1	1	0	0	0	1	95	192	0	0	2	20	135	0	90	0	72	0	53	27	19890	1245630	0	313		gma	9gm	7gm	stf	stf	5	2hsl	2	3	0	0	0	0	flpgma	invmfer	inv9gmu	inv9gmu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Legendary Mallet	hamm		7wh	whm	7wh	100		1	1	0	0	0	1	101	174	0	0	0	20	150	0	118	0	66	0	82	67	28776	2740226	0	314		whm	9wh	7wh	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpwhm	invlghm			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			178	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Ogre Maul	hamm		7m7	mau	7m7	100		1	1	0	0	0	1	131	222	0	0	1	10	165	0	150	0	72	0	69	57	24312	1961710	0	314		mau	9m9	7m7	stf	stf	5	2hsl	2	4	0	0	0	0	flpmau	invoghm			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Thunder Maul	hamm		7gm	mau	7gm	100		1	1	0	0	0	1	152	308	0	0	2	20	180	0	186	0	72	0	87	72	35642	3575994	0	314		gma	9gm	7gm	stf	stf	5	2hsl	2	3	0	0	0	0	flpgma	invthhm			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			2	2	0	xxx	xxx	1	0
Short Sword	swor		ssd	ssd	ssd	0		1	1	3	10	0	0	0	0	0	0	0	0	19	19	1	1	28	0	1	0	144	6880	0	328		ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	1	1	1	1	20	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	scm	wsd	1	0
Scimitar	swor		scm	scm	scm	0		1	1	3	10	0	0	0	0	0	0	0	-10	22	22	3	3	26	0	5	0	548	14268	0	328		scm	9sm	7sm	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	1	1	1	1	20	1	1	1	1	1	0	1	0	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	sbr	lsd	1	0
Saber	swor		sbr	scm	sbr	0		1	1	5	14	0	0	0	0	0	0	0	-10	25	25	5	5	38	0	8	0	932	22910	0	328		sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpsbr	invsbr	inv9sbu	inv9sbu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	1	0	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	flc	bsd	1	0
Falchion	swor		flc	flc	flc	0		1	1	13	26	0	0	0	0	0	0	0	10	28	28	8	8	38	0	11	0	1366	34748	0	328		flc	9fc	7fc	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpflc	invflc	invflcu	invflcu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	bsd	wsd	1	0
Crystal Sword	swor		crs	crs	crs	0		1	1	10	26	0	0	0	0	0	0	1	0	31	31	11	11	24	0	11	0	4254	70328	0	328		crs	9cr	7cr	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	1	1	0	0	0	0	0	0	0	0	0	255	0	0	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	1	20	0	0	0	0	255	0	0	1	1	20	0	0	0	0	255			1	8	0	xxx	xxx	1	0
Broad Sword	swor		bsd	bsd	bsd	0		1	1	13	27	0	0	0	0	0	0	0	0	34	34	14	14	38	0	15	0	2058	56974	0	328		bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpbsd	invbsd	invbsdu	invbsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	2	20	0	0	0	0	255	0	0	0	0	255	0	0	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	lsd	wsd	1	0
Long Sword 	swor		lsd	lsd	lsd	0		1	1	11	34	0	0	0	0	0	0	1	-10	37	37	18	18	52	0	20	0	3040	96096	0	328		lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3	0	0	0	0	flplsd	invlsd	invlsdu	invlsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	1	2	20	0	0	0	0	255	0	0	0	0	255	1	1	1	2	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	2	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	wsd	wsd	1	0
War Sword	swor		wsd	flc	wsd	0		1	1	17	39	0	0	0	0	0	0	1	0	40	40	22	22	52	0	27	0	3994	156616	0	328		wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	1	3	20	0	0	0	0	255	0	0	1	2	20	1	1	1	3	20	0	0	0	0	255			1	2	0	xxx	xxx	1	0
Gladius	swor		9ss	ssd	9ss	0		1	1	17	45	0	0	0	0	0	0	0	0	43	43	26	26	28	0	30	19	1032	73874	0	328		ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpssd	invglds			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Cutlass	swor		9sm	scm	9sm	0		1	1	18	49	0	0	0	0	0	0	0	-10	46	46	30	30	26	0	43	27	2244	161830	0	328		scm	9sm	7sm	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpscm	invcutls	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Shamshir	swor		9sb	scm	9sb	0		1	1	21	53	0	0	0	0	0	0	0	-10	49	49	35	35	38	0	35	25	3396	177922	0	328		sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpsbr	invshms	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Tulwar	swor		9fc	flc	9fc	0		1	1	28	69	0	0	0	0	0	0	0	10	52	52	40	40	38	0	37	27	4698	241724	0	328		flc	9fc	7fc	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpflc	invtulw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Dimensional Blade	swor		9cr	crs	9cr	0		1	1	31	77	0	0	0	0	0	0	1	0	55	55	45	45	24	0	37	27	13362	600760	0	328		crs	9cr	7cr	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpcrs	invdmbl	inv9cru	inv9cru	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	8	0	xxx	xxx	1	0
Battle Sword	swor		9bs	bsd	9bs	0		1	1	30	73	0	0	0	0	0	0	0	0	58	58	51	51	38	0	40	27	6774	353874	0	328		bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpbsd	invbtsw			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Rune Sword	swor		9ls	lsd	9ls	0		1	1	26	89	0	0	0	0	0	0	1	-10	61	61	57	57	52	0	44	27	9720	533880	0	328		lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3	0	0	0	0	flplsd	invrnsw	inv9lsu	inv9lsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Ancient Sword	swor		9wd	flc	9wd	0		1	1	36	102	0	0	0	0	0	0	1	0	64	64	63	63	52	0	49	27	12582	750978	0	328		wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpwsd	invansw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Falcata	swor		7ss	ssd	7ss	100		1	1	51	118	0	0	0	0	0	0	0	0	67	67	69	69	28	0	56	46	31360	2035218	0	328		ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpssd	invflct			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Ataghan	swor		7sm	scm	7sm	100		1	1	48	108	0	0	0	0	0	0	0	-10	70	70	76	76	26	0	61	49	32206	2274232	0	328		scm	9sm	7sm	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Elegant Blade	swor		7sb	scm	7sb	100		1	1	57	114	0	0	0	0	0	0	0	-10	73	73	83	83	38	0	63	52	45570	3291578	0	328		sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpsbr	invelbl	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Hydra Edge	swor		7fc	flc	7fc	100		1	1	54	155	0	0	0	0	0	0	0	10	76	76	90	90	38	0	69	57	36958	2938992	0	328		flc	9fc	7fc	1hs	1hs	5	1hsl	1	3	0	0	0	0	flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Phase Blade	swor		7cr	crs	7cr	100		1	1	59	113	0	0	0	0	0	0	1	-20	79	79	97	97	0	1	73	60	51360	4286552	0	328		crs	9cr	7cr	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpcrs	invphbl	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	8	0	xxx	xxx	1	0
Conquest Sword	swor		7bs	bsd	7bs	100		1	1	67	138	0	0	0	0	0	0	0	0	82	82	108	108	38	0	78	64	38088	3420326	0	328		bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpbsd	invcqsw			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Cryptic Sword	swor		7ls	lsd	7ls	100		1	1	37	171	0	0	0	0	0	0	1	-10	85	85	115	115	52	0	82	67	28612	2725164	0	328		lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3	0	0	0	0	flplsd	invcrysw	invlsdu	invlsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Mythical Sword	swor		7wd	flc	7wd	100		1	1	75	146	0	0	0	0	0	0	1	0	88	88	125	125	52	0	88	73	40374	4083420	0	328		wsd	9wd	7wd	1hs	1hs	5	1hsl	2	3	0	0	0	0	flpwsd	invmyths			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20	0	0	0	0	255	0	0	0	0	20			1	2	0	xxx	xxx	1	0
Two-Handed Sword	swor		2hs	clm	2hs	0		1	1	0	0	0	1	10	25	0	0	2	0	22	22	5	4	52	0	10	0	1288	31224	0	328		2hs	92h	72h	1hs	2hs	5	2hss	1	4	0	0	0	0	flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	clm	gis	1	0
Claymore	swor		clm	clm	clm	0		1	1	0	0	0	1	17	46	0	0	2	10	26	26	10	7	60	0	17	0	2524	72696	0	328		clm	9cm	7cm	1hs	2hs	5	2hss	1	4	0	0	0	0	flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	2	20	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	gis	bsw	1	0
Giant Sword	swor		gis	gsd	gis	0		1	1	0	0	0	1	16	48	0	0	2	0	30	30	15	11	60	0	21	0	2918	97750	0	328		gis	9gs	7gs	1hs	2hs	5	2hss	1	4	0	0	0	0	flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	1	2	20	0	0	0	0	255	0	0	0	0	255	1	1	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	bsw	flb	1	0
Bastard Sword	swor		bsw	clm	bsw	0		1	1	0	0	0	1	29	52	0	0	1	10	34	34	20	15	48	0	24	0	3942	138440	0	328		bsw	9b9	7b7	1hs	2hs	5	2hss	1	4	0	0	0	0	flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	1	1	20	0	0	0	0	255	0	0	0	0	255	0	1	1	1	20	0	0	0	0	255			1	2	0	xxx	xxx	1	0
