name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	PermStoreItem	multibuy	Nameable	*eol
Unique Thumb #0519			1	100	1	0	5	1	0	1	1	0	RZ9	rld	RZ9	16	1	1	0	0	0	flpsple	thm079			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0520			1	100	1	0	5	1	0	1	1	0	RZ0	rld	RZ0	16	1	1	0	0	0	flpsple	thm080			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0521			1	100	1	0	5	1	0	1	1	0	SA1	rld	SA1	16	1	1	0	0	0	flpsple	thm081			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0522			1	100	1	0	5	1	0	1	1	0	SA2	rld	SA2	16	1	1	0	0	0	flpsple	thm082			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0523			1	100	1	0	5	1	0	1	1	0	SA3	rld	SA3	16	1	1	0	0	0	flpsple	thm083			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0524			1	100	1	0	5	1	0	1	1	0	SA4	rld	SA4	16	1	1	0	0	0	flpsple	thm084			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0525			1	100	1	0	5	1	0	1	1	0	SA5	rld	SA5	16	1	1	0	0	0	flpsple	thm085			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0526			1	100	1	0	5	1	0	1	1	0	SA6	rld	SA6	16	1	1	0	0	0	flpsple	thm086			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0527			1	100	1	0	5	1	0	1	1	0	SA7	rld	SA7	16	1	1	0	0	0	flpsple	thm087			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0528			1	100	1	0	5	1	0	1	1	0	SA8	rld	SA8	16	1	1	0	0	0	flpsple	thm088			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0529			1	100	1	0	5	1	0	1	1	0	SA9	rld	SA9	16	1	1	0	0	0	flpsple	thm089			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0530			1	100	1	0	5	1	0	1	1	0	SA0	rld	SA0	16	1	1	0	0	0	flpsple	thm090			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0531			1	100	1	0	5	1	0	1	1	0	SB1	rld	SB1	16	1	1	0	0	0	flpsple	thm091			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0532			1	100	1	0	5	1	0	1	1	0	SB2	rld	SB2	16	1	1	0	0	0	flpsple	thm092			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0533			1	100	1	0	5	1	0	1	1	0	SB3	rld	SB3	16	1	1	0	0	0	flpsple	thm093			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0534			1	100	1	0	5	1	0	1	1	0	SB4	rld	SB4	16	1	1	0	0	0	flpsple	thm094			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0535			1	100	1	0	5	1	0	1	1	0	SB5	rld	SB5	16	1	1	0	0	0	flpsple	thm095			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0536			1	100	1	0	5	1	0	1	1	0	SB6	rld	SB6	16	1	1	0	0	0	flpsple	thm096			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0537			1	100	1	0	5	1	0	1	1	0	SB7	rld	SB7	16	1	1	0	0	0	flpsple	thm097			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0538			1	100	1	0	5	1	0	1	1	0	SB8	rld	SB8	16	1	1	0	0	0	flpsple	thm098			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0539			1	100	1	0	5	1	0	1	1	0	SB9	rld	SB9	16	1	1	0	0	0	flpsple	thm099			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0540			1	100	1	0	5	1	0	1	1	0	SB0	rld	SB0	16	1	1	0	0	0	flpsple	thm051			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0541			1	100	1	0	5	1	0	1	1	0	SC1	rld	SC1	16	1	1	0	0	0	flpsple	thm052			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0542			1	100	1	0	5	1	0	1	1	0	SC2	rld	SC2	16	1	1	0	0	0	flpsple	thm053			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0543			1	100	1	0	5	1	0	1	1	0	SC3	rld	SC3	16	1	1	0	0	0	flpsple	thm054			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0544			1	100	1	0	5	1	0	1	1	0	SC4	rld	SC4	16	1	1	0	0	0	flpsple	thm055			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0545			1	100	1	0	5	1	0	1	1	0	SC5	rld	SC5	16	1	1	0	0	0	flpsple	thm056			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0546			1	100	1	0	5	1	0	1	1	0	SC6	rld	SC6	16	1	1	0	0	0	flpsple	thm057			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0547			1	100	1	0	5	1	0	1	1	0	SC7	rld	SC7	16	1	1	0	0	0	flpsple	thm058			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0548			1	100	1	0	5	1	0	1	1	0	SC8	rld	SC8	16	1	1	0	0	0	flpsple	thm059			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0549			1	100	1	0	5	1	0	1	1	0	SC9	rld	SC9	16	1	1	0	0	0	flpsple	thm060			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0550			1	100	1	0	5	1	0	1	1	0	SC0	rld	SC0	16	1	1	0	0	0	flpsple	thm061			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0551			1	100	1	0	5	1	0	1	1	0	SD1	rld	SD1	16	1	1	0	0	0	flpsple	thm062			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0552			1	100	1	0	5	1	0	1	1	0	SD2	rld	SD2	16	1	1	0	0	0	flpsple	thm063			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0553			1	100	1	0	5	1	0	1	1	0	SD3	rld	SD3	16	1	1	0	0	0	flpsple	thm064			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0554			1	100	1	0	5	1	0	1	1	0	SD4	rld	SD4	16	1	1	0	0	0	flpsple	thm065			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0555			1	100	1	0	5	1	0	1	1	0	SD5	rld	SD5	16	1	1	0	0	0	flpsple	thm066			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0556			1	100	1	0	5	1	0	1	1	0	SD6	rld	SD6	16	1	1	0	0	0	flpsple	thm067			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0557			1	100	1	0	5	1	0	1	1	0	SD7	rld	SD7	16	1	1	0	0	0	flpsple	thm068			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
Unique Thumb #0558			1	100	1	0	5	1	0	1	1	0	SD8	rld	SD8	16	1	1	0	0	0	flpsple	thm069			0	xxx	0	0	0		dbs7		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0	0		0	-1															0	0	0	non	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	0	0	xxx	xxx	0		0	0
