Level	Amazon	Sorceress	Necromancer	Paladin	Barbarian	Druid	Assassin	ExpRatio
6419	2250016900	2250016900	2250016900	2250016900	2250016900	2250016900	2250016900	482
6420	2250466900	2250466900	2250466900	2250466900	2250466900	2250466900	2250466900	481
6421	2250916900	2250916900	2250916900	2250916900	2250916900	2250916900	2250916900	481
6422	2251366900	2251366900	2251366900	2251366900	2251366900	2251366900	2251366900	481
6423	2251816900	2251816900	2251816900	2251816900	2251816900	2251816900	2251816900	481
6424	2252266900	2252266900	2252266900	2252266900	2252266900	2252266900	2252266900	481
6425	2252716900	2252716900	2252716900	2252716900	2252716900	2252716900	2252716900	481
6426	2253166900	2253166900	2253166900	2253166900	2253166900	2253166900	2253166900	481
6427	2253616900	2253616900	2253616900	2253616900	2253616900	2253616900	2253616900	481
6428	2254066900	2254066900	2254066900	2254066900	2254066900	2254066900	2254066900	481
6429	2254516900	2254516900	2254516900	2254516900	2254516900	2254516900	2254516900	481
6430	2254966900	2254966900	2254966900	2254966900	2254966900	2254966900	2254966900	480
6431	2255416900	2255416900	2255416900	2255416900	2255416900	2255416900	2255416900	480
6432	2255866900	2255866900	2255866900	2255866900	2255866900	2255866900	2255866900	480
6433	2256316900	2256316900	2256316900	2256316900	2256316900	2256316900	2256316900	480
6434	2256766900	2256766900	2256766900	2256766900	2256766900	2256766900	2256766900	480
6435	2257216900	2257216900	2257216900	2257216900	2257216900	2257216900	2257216900	480
6436	2257666900	2257666900	2257666900	2257666900	2257666900	2257666900	2257666900	480
6437	2258116900	2258116900	2258116900	2258116900	2258116900	2258116900	2258116900	480
6438	2258566900	2258566900	2258566900	2258566900	2258566900	2258566900	2258566900	480
6439	2259016900	2259016900	2259016900	2259016900	2259016900	2259016900	2259016900	480
6440	2259466900	2259466900	2259466900	2259466900	2259466900	2259466900	2259466900	479
6441	2259916900	2259916900	2259916900	2259916900	2259916900	2259916900	2259916900	479
6442	2260366900	2260366900	2260366900	2260366900	2260366900	2260366900	2260366900	479
6443	2260816900	2260816900	2260816900	2260816900	2260816900	2260816900	2260816900	479
6444	2261266900	2261266900	2261266900	2261266900	2261266900	2261266900	2261266900	479
6445	2261716900	2261716900	2261716900	2261716900	2261716900	2261716900	2261716900	479
6446	2262166900	2262166900	2262166900	2262166900	2262166900	2262166900	2262166900	479
6447	2262616900	2262616900	2262616900	2262616900	2262616900	2262616900	2262616900	479
6448	2263066900	2263066900	2263066900	2263066900	2263066900	2263066900	2263066900	479
6449	2263516900	2263516900	2263516900	2263516900	2263516900	2263516900	2263516900	479
6450	2263966900	2263966900	2263966900	2263966900	2263966900	2263966900	2263966900	478
6451	2264416900	2264416900	2264416900	2264416900	2264416900	2264416900	2264416900	478
6452	2264866900	2264866900	2264866900	2264866900	2264866900	2264866900	2264866900	478
6453	2265316900	2265316900	2265316900	2265316900	2265316900	2265316900	2265316900	478
6454	2265766900	2265766900	2265766900	2265766900	2265766900	2265766900	2265766900	478
6455	2266216900	2266216900	2266216900	2266216900	2266216900	2266216900	2266216900	478
6456	2266666900	2266666900	2266666900	2266666900	2266666900	2266666900	2266666900	478
6457	2267116900	2267116900	2267116900	2267116900	2267116900	2267116900	2267116900	478
6458	2267566900	2267566900	2267566900	2267566900	2267566900	2267566900	2267566900	478
6459	2268016900	2268016900	2268016900	2268016900	2268016900	2268016900	2268016900	478
6460	2268466900	2268466900	2268466900	2268466900	2268466900	2268466900	2268466900	477
6461	2268916900	2268916900	2268916900	2268916900	2268916900	2268916900	2268916900	477
6462	2269366900	2269366900	2269366900	2269366900	2269366900	2269366900	2269366900	477
6463	2269816900	2269816900	2269816900	2269816900	2269816900	2269816900	2269816900	477
6464	2270266900	2270266900	2270266900	2270266900	2270266900	2270266900	2270266900	477
6465	2270716900	2270716900	2270716900	2270716900	2270716900	2270716900	2270716900	477
6466	2271166900	2271166900	2271166900	2271166900	2271166900	2271166900	2271166900	477
6467	2271616900	2271616900	2271616900	2271616900	2271616900	2271616900	2271616900	477
6468	2272066900	2272066900	2272066900	2272066900	2272066900	2272066900	2272066900	477
6469	2272516900	2272516900	2272516900	2272516900	2272516900	2272516900	2272516900	477
6470	2272966900	2272966900	2272966900	2272966900	2272966900	2272966900	2272966900	476
6471	2273416900	2273416900	2273416900	2273416900	2273416900	2273416900	2273416900	476
6472	2273866900	2273866900	2273866900	2273866900	2273866900	2273866900	2273866900	476
6473	2274316900	2274316900	2274316900	2274316900	2274316900	2274316900	2274316900	476
6474	2274766900	2274766900	2274766900	2274766900	2274766900	2274766900	2274766900	476
6475	2275216900	2275216900	2275216900	2275216900	2275216900	2275216900	2275216900	476
6476	2275666900	2275666900	2275666900	2275666900	2275666900	2275666900	2275666900	476
6477	2276116900	2276116900	2276116900	2276116900	2276116900	2276116900	2276116900	476
6478	2276566900	2276566900	2276566900	2276566900	2276566900	2276566900	2276566900	476
6479	2277016900	2277016900	2277016900	2277016900	2277016900	2277016900	2277016900	476
6480	2277466900	2277466900	2277466900	2277466900	2277466900	2277466900	2277466900	475
6481	2277916900	2277916900	2277916900	2277916900	2277916900	2277916900	2277916900	475
6482	2278366900	2278366900	2278366900	2278366900	2278366900	2278366900	2278366900	475
6483	2278816900	2278816900	2278816900	2278816900	2278816900	2278816900	2278816900	475
6484	2279266900	2279266900	2279266900	2279266900	2279266900	2279266900	2279266900	475
6485	2279716900	2279716900	2279716900	2279716900	2279716900	2279716900	2279716900	475
6486	2280166900	2280166900	2280166900	2280166900	2280166900	2280166900	2280166900	475
6487	2280616900	2280616900	2280616900	2280616900	2280616900	2280616900	2280616900	475
6488	2281066900	2281066900	2281066900	2281066900	2281066900	2281066900	2281066900	475
6489	2281516900	2281516900	2281516900	2281516900	2281516900	2281516900	2281516900	475
6490	2281966900	2281966900	2281966900	2281966900	2281966900	2281966900	2281966900	474
6491	2282416900	2282416900	2282416900	2282416900	2282416900	2282416900	2282416900	474
6492	2282866900	2282866900	2282866900	2282866900	2282866900	2282866900	2282866900	474
6493	2283316900	2283316900	2283316900	2283316900	2283316900	2283316900	2283316900	474
6494	2283766900	2283766900	2283766900	2283766900	2283766900	2283766900	2283766900	474
6495	2284216900	2284216900	2284216900	2284216900	2284216900	2284216900	2284216900	474
6496	2284666900	2284666900	2284666900	2284666900	2284666900	2284666900	2284666900	474
6497	2285116900	2285116900	2285116900	2285116900	2285116900	2285116900	2285116900	474
6498	2285566900	2285566900	2285566900	2285566900	2285566900	2285566900	2285566900	474
6499	2286016900	2286016900	2286016900	2286016900	2286016900	2286016900	2286016900	474
6500	2286466900	2286466900	2286466900	2286466900	2286466900	2286466900	2286466900	473
6501	2286916900	2286916900	2286916900	2286916900	2286916900	2286916900	2286916900	473
6502	2287366900	2287366900	2287366900	2287366900	2287366900	2287366900	2287366900	473
6503	2287816900	2287816900	2287816900	2287816900	2287816900	2287816900	2287816900	473
6504	2288266900	2288266900	2288266900	2288266900	2288266900	2288266900	2288266900	473
6505	2288716900	2288716900	2288716900	2288716900	2288716900	2288716900	2288716900	473
6506	2289166900	2289166900	2289166900	2289166900	2289166900	2289166900	2289166900	473
6507	2289616900	2289616900	2289616900	2289616900	2289616900	2289616900	2289616900	473
6508	2290066900	2290066900	2290066900	2290066900	2290066900	2290066900	2290066900	473
6509	2290516900	2290516900	2290516900	2290516900	2290516900	2290516900	2290516900	473
6510	2290966900	2290966900	2290966900	2290966900	2290966900	2290966900	2290966900	472
6511	2291416900	2291416900	2291416900	2291416900	2291416900	2291416900	2291416900	472
6512	2291866900	2291866900	2291866900	2291866900	2291866900	2291866900	2291866900	472
6513	2292316900	2292316900	2292316900	2292316900	2292316900	2292316900	2292316900	472
6514	2292766900	2292766900	2292766900	2292766900	2292766900	2292766900	2292766900	472
6515	2293216900	2293216900	2293216900	2293216900	2293216900	2293216900	2293216900	472
6516	2293666900	2293666900	2293666900	2293666900	2293666900	2293666900	2293666900	472
6517	2294116900	2294116900	2294116900	2294116900	2294116900	2294116900	2294116900	472
6518	2294566900	2294566900	2294566900	2294566900	2294566900	2294566900	2294566900	472
6519	2295016900	2295016900	2295016900	2295016900	2295016900	2295016900	2295016900	472
6520	2295466900	2295466900	2295466900	2295466900	2295466900	2295466900	2295466900	471
6521	2295916900	2295916900	2295916900	2295916900	2295916900	2295916900	2295916900	471
6522	2296366900	2296366900	2296366900	2296366900	2296366900	2296366900	2296366900	471
6523	2296816900	2296816900	2296816900	2296816900	2296816900	2296816900	2296816900	471
6524	2297266900	2297266900	2297266900	2297266900	2297266900	2297266900	2297266900	471
6525	2297716900	2297716900	2297716900	2297716900	2297716900	2297716900	2297716900	471
6526	2298166900	2298166900	2298166900	2298166900	2298166900	2298166900	2298166900	471
6527	2298616900	2298616900	2298616900	2298616900	2298616900	2298616900	2298616900	471
6528	2299066900	2299066900	2299066900	2299066900	2299066900	2299066900	2299066900	471
6529	2299516900	2299516900	2299516900	2299516900	2299516900	2299516900	2299516900	471
6530	2299966900	2299966900	2299966900	2299966900	2299966900	2299966900	2299966900	470
6531	2300416900	2300416900	2300416900	2300416900	2300416900	2300416900	2300416900	470
6532	2300866900	2300866900	2300866900	2300866900	2300866900	2300866900	2300866900	470
6533	2301316900	2301316900	2301316900	2301316900	2301316900	2301316900	2301316900	470
6534	2301766900	2301766900	2301766900	2301766900	2301766900	2301766900	2301766900	470
6535	2302216900	2302216900	2302216900	2302216900	2302216900	2302216900	2302216900	470
6536	2302666900	2302666900	2302666900	2302666900	2302666900	2302666900	2302666900	470
6537	2303116900	2303116900	2303116900	2303116900	2303116900	2303116900	2303116900	470
6538	2303566900	2303566900	2303566900	2303566900	2303566900	2303566900	2303566900	470
6539	2304016900	2304016900	2304016900	2304016900	2304016900	2304016900	2304016900	470
6540	2304466900	2304466900	2304466900	2304466900	2304466900	2304466900	2304466900	469
6541	2304916900	2304916900	2304916900	2304916900	2304916900	2304916900	2304916900	469
6542	2305366900	2305366900	2305366900	2305366900	2305366900	2305366900	2305366900	469
6543	2305816900	2305816900	2305816900	2305816900	2305816900	2305816900	2305816900	469
6544	2306266900	2306266900	2306266900	2306266900	2306266900	2306266900	2306266900	469
6545	2306716900	2306716900	2306716900	2306716900	2306716900	2306716900	2306716900	469
6546	2307166900	2307166900	2307166900	2307166900	2307166900	2307166900	2307166900	469
6547	2307616900	2307616900	2307616900	2307616900	2307616900	2307616900	2307616900	469
6548	2308066900	2308066900	2308066900	2308066900	2308066900	2308066900	2308066900	469
6549	2308516900	2308516900	2308516900	2308516900	2308516900	2308516900	2308516900	469
6550	2308966900	2308966900	2308966900	2308966900	2308966900	2308966900	2308966900	468
6551	2309416900	2309416900	2309416900	2309416900	2309416900	2309416900	2309416900	468
6552	2309866900	2309866900	2309866900	2309866900	2309866900	2309866900	2309866900	468
6553	2310316900	2310316900	2310316900	2310316900	2310316900	2310316900	2310316900	468
6554	2310766900	2310766900	2310766900	2310766900	2310766900	2310766900	2310766900	468
6555	2311216900	2311216900	2311216900	2311216900	2311216900	2311216900	2311216900	468
6556	2311666900	2311666900	2311666900	2311666900	2311666900	2311666900	2311666900	468
6557	2312116900	2312116900	2312116900	2312116900	2312116900	2312116900	2312116900	468
6558	2312566900	2312566900	2312566900	2312566900	2312566900	2312566900	2312566900	468
6559	2313016900	2313016900	2313016900	2313016900	2313016900	2313016900	2313016900	468
6560	2313466900	2313466900	2313466900	2313466900	2313466900	2313466900	2313466900	467
6561	2313916900	2313916900	2313916900	2313916900	2313916900	2313916900	2313916900	467
6562	2314366900	2314366900	2314366900	2314366900	2314366900	2314366900	2314366900	467
6563	2314816900	2314816900	2314816900	2314816900	2314816900	2314816900	2314816900	467
6564	2315266900	2315266900	2315266900	2315266900	2315266900	2315266900	2315266900	467
6565	2315716900	2315716900	2315716900	2315716900	2315716900	2315716900	2315716900	467
6566	2316166900	2316166900	2316166900	2316166900	2316166900	2316166900	2316166900	467
6567	2316616900	2316616900	2316616900	2316616900	2316616900	2316616900	2316616900	467
6568	2317066900	2317066900	2317066900	2317066900	2317066900	2317066900	2317066900	467
6569	2317516900	2317516900	2317516900	2317516900	2317516900	2317516900	2317516900	467
6570	2317966900	2317966900	2317966900	2317966900	2317966900	2317966900	2317966900	466
6571	2318416900	2318416900	2318416900	2318416900	2318416900	2318416900	2318416900	466
6572	2318866900	2318866900	2318866900	2318866900	2318866900	2318866900	2318866900	466
6573	2319316900	2319316900	2319316900	2319316900	2319316900	2319316900	2319316900	466
6574	2319766900	2319766900	2319766900	2319766900	2319766900	2319766900	2319766900	466
6575	2320216900	2320216900	2320216900	2320216900	2320216900	2320216900	2320216900	466
6576	2320666900	2320666900	2320666900	2320666900	2320666900	2320666900	2320666900	466
6577	2321116900	2321116900	2321116900	2321116900	2321116900	2321116900	2321116900	466
6578	2321566900	2321566900	2321566900	2321566900	2321566900	2321566900	2321566900	466
6579	2322016900	2322016900	2322016900	2322016900	2322016900	2322016900	2322016900	466
6580	2322466900	2322466900	2322466900	2322466900	2322466900	2322466900	2322466900	465
6581	2322916900	2322916900	2322916900	2322916900	2322916900	2322916900	2322916900	465
6582	2323366900	2323366900	2323366900	2323366900	2323366900	2323366900	2323366900	465
6583	2323816900	2323816900	2323816900	2323816900	2323816900	2323816900	2323816900	465
6584	2324266900	2324266900	2324266900	2324266900	2324266900	2324266900	2324266900	465
6585	2324716900	2324716900	2324716900	2324716900	2324716900	2324716900	2324716900	465
6586	2325166900	2325166900	2325166900	2325166900	2325166900	2325166900	2325166900	465
6587	2325616900	2325616900	2325616900	2325616900	2325616900	2325616900	2325616900	465
6588	2326066900	2326066900	2326066900	2326066900	2326066900	2326066900	2326066900	465
6589	2326516900	2326516900	2326516900	2326516900	2326516900	2326516900	2326516900	465
6590	2326966900	2326966900	2326966900	2326966900	2326966900	2326966900	2326966900	464
6591	2327416900	2327416900	2327416900	2327416900	2327416900	2327416900	2327416900	464
6592	2327866900	2327866900	2327866900	2327866900	2327866900	2327866900	2327866900	464
6593	2328316900	2328316900	2328316900	2328316900	2328316900	2328316900	2328316900	464
6594	2328766900	2328766900	2328766900	2328766900	2328766900	2328766900	2328766900	464
6595	2329216900	2329216900	2329216900	2329216900	2329216900	2329216900	2329216900	464
6596	2329666900	2329666900	2329666900	2329666900	2329666900	2329666900	2329666900	464
6597	2330116900	2330116900	2330116900	2330116900	2330116900	2330116900	2330116900	464
6598	2330566900	2330566900	2330566900	2330566900	2330566900	2330566900	2330566900	464
6599	2331016900	2331016900	2331016900	2331016900	2331016900	2331016900	2331016900	464
6600	2331466900	2331466900	2331466900	2331466900	2331466900	2331466900	2331466900	463
6601	2331916900	2331916900	2331916900	2331916900	2331916900	2331916900	2331916900	463
6602	2332366900	2332366900	2332366900	2332366900	2332366900	2332366900	2332366900	463
6603	2332816900	2332816900	2332816900	2332816900	2332816900	2332816900	2332816900	463
6604	2333266900	2333266900	2333266900	2333266900	2333266900	2333266900	2333266900	463
6605	2333716900	2333716900	2333716900	2333716900	2333716900	2333716900	2333716900	463
6606	2334166900	2334166900	2334166900	2334166900	2334166900	2334166900	2334166900	463
6607	2334616900	2334616900	2334616900	2334616900	2334616900	2334616900	2334616900	463
6608	2335066900	2335066900	2335066900	2335066900	2335066900	2335066900	2335066900	463
6609	2335516900	2335516900	2335516900	2335516900	2335516900	2335516900	2335516900	463
6610	2335966900	2335966900	2335966900	2335966900	2335966900	2335966900	2335966900	462
6611	2336416900	2336416900	2336416900	2336416900	2336416900	2336416900	2336416900	462
6612	2336866900	2336866900	2336866900	2336866900	2336866900	2336866900	2336866900	462
6613	2337316900	2337316900	2337316900	2337316900	2337316900	2337316900	2337316900	462
6614	2337766900	2337766900	2337766900	2337766900	2337766900	2337766900	2337766900	462
6615	2338216900	2338216900	2338216900	2338216900	2338216900	2338216900	2338216900	462
6616	2338666900	2338666900	2338666900	2338666900	2338666900	2338666900	2338666900	462
6617	2339116900	2339116900	2339116900	2339116900	2339116900	2339116900	2339116900	462
6618	2339566900	2339566900	2339566900	2339566900	2339566900	2339566900	2339566900	462
6619	2340016900	2340016900	2340016900	2340016900	2340016900	2340016900	2340016900	462
6620	2340466900	2340466900	2340466900	2340466900	2340466900	2340466900	2340466900	461
6621	2340916900	2340916900	2340916900	2340916900	2340916900	2340916900	2340916900	461
6622	2341366900	2341366900	2341366900	2341366900	2341366900	2341366900	2341366900	461
6623	2341816900	2341816900	2341816900	2341816900	2341816900	2341816900	2341816900	461
6624	2342266900	2342266900	2342266900	2342266900	2342266900	2342266900	2342266900	461
6625	2342716900	2342716900	2342716900	2342716900	2342716900	2342716900	2342716900	461
6626	2343166900	2343166900	2343166900	2343166900	2343166900	2343166900	2343166900	461
6627	2343616900	2343616900	2343616900	2343616900	2343616900	2343616900	2343616900	461
6628	2344066900	2344066900	2344066900	2344066900	2344066900	2344066900	2344066900	461
6629	2344516900	2344516900	2344516900	2344516900	2344516900	2344516900	2344516900	461
6630	2344966900	2344966900	2344966900	2344966900	2344966900	2344966900	2344966900	460
6631	2345416900	2345416900	2345416900	2345416900	2345416900	2345416900	2345416900	460
6632	2345866900	2345866900	2345866900	2345866900	2345866900	2345866900	2345866900	460
6633	2346316900	2346316900	2346316900	2346316900	2346316900	2346316900	2346316900	460
6634	2346766900	2346766900	2346766900	2346766900	2346766900	2346766900	2346766900	460
6635	2347216900	2347216900	2347216900	2347216900	2347216900	2347216900	2347216900	460
6636	2347666900	2347666900	2347666900	2347666900	2347666900	2347666900	2347666900	460
6637	2348116900	2348116900	2348116900	2348116900	2348116900	2348116900	2348116900	460
6638	2348566900	2348566900	2348566900	2348566900	2348566900	2348566900	2348566900	460
6639	2349016900	2349016900	2349016900	2349016900	2349016900	2349016900	2349016900	460
6640	2349466900	2349466900	2349466900	2349466900	2349466900	2349466900	2349466900	459
6641	2349916900	2349916900	2349916900	2349916900	2349916900	2349916900	2349916900	459
6642	2350366900	2350366900	2350366900	2350366900	2350366900	2350366900	2350366900	459
6643	2350816900	2350816900	2350816900	2350816900	2350816900	2350816900	2350816900	459
6644	2351266900	2351266900	2351266900	2351266900	2351266900	2351266900	2351266900	459
6645	2351716900	2351716900	2351716900	2351716900	2351716900	2351716900	2351716900	459
6646	2352166900	2352166900	2352166900	2352166900	2352166900	2352166900	2352166900	459
6647	2352616900	2352616900	2352616900	2352616900	2352616900	2352616900	2352616900	459
6648	2353066900	2353066900	2353066900	2353066900	2353066900	2353066900	2353066900	459
6649	2353516900	2353516900	2353516900	2353516900	2353516900	2353516900	2353516900	459
6650	2353966900	2353966900	2353966900	2353966900	2353966900	2353966900	2353966900	458
6651	2354416900	2354416900	2354416900	2354416900	2354416900	2354416900	2354416900	458
6652	2354866900	2354866900	2354866900	2354866900	2354866900	2354866900	2354866900	458
6653	2355316900	2355316900	2355316900	2355316900	2355316900	2355316900	2355316900	458
6654	2355766900	2355766900	2355766900	2355766900	2355766900	2355766900	2355766900	458
6655	2356216900	2356216900	2356216900	2356216900	2356216900	2356216900	2356216900	458
6656	2356666900	2356666900	2356666900	2356666900	2356666900	2356666900	2356666900	458
6657	2357116900	2357116900	2357116900	2357116900	2357116900	2357116900	2357116900	458
6658	2357566900	2357566900	2357566900	2357566900	2357566900	2357566900	2357566900	458
6659	2358016900	2358016900	2358016900	2358016900	2358016900	2358016900	2358016900	458
6660	2358466900	2358466900	2358466900	2358466900	2358466900	2358466900	2358466900	457
6661	2358916900	2358916900	2358916900	2358916900	2358916900	2358916900	2358916900	457
6662	2359366900	2359366900	2359366900	2359366900	2359366900	2359366900	2359366900	457
6663	2359816900	2359816900	2359816900	2359816900	2359816900	2359816900	2359816900	457
6664	2360266900	2360266900	2360266900	2360266900	2360266900	2360266900	2360266900	457
6665	2360716900	2360716900	2360716900	2360716900	2360716900	2360716900	2360716900	457
6666	2361166900	2361166900	2361166900	2361166900	2361166900	2361166900	2361166900	457
6667	2361616900	2361616900	2361616900	2361616900	2361616900	2361616900	2361616900	457
6668	2362066900	2362066900	2362066900	2362066900	2362066900	2362066900	2362066900	457
6669	2362516900	2362516900	2362516900	2362516900	2362516900	2362516900	2362516900	457
6670	2362966900	2362966900	2362966900	2362966900	2362966900	2362966900	2362966900	456
6671	2363416900	2363416900	2363416900	2363416900	2363416900	2363416900	2363416900	456
6672	2363866900	2363866900	2363866900	2363866900	2363866900	2363866900	2363866900	456
6673	2364316900	2364316900	2364316900	2364316900	2364316900	2364316900	2364316900	456
6674	2364766900	2364766900	2364766900	2364766900	2364766900	2364766900	2364766900	456
6675	2365216900	2365216900	2365216900	2365216900	2365216900	2365216900	2365216900	456
6676	2365666900	2365666900	2365666900	2365666900	2365666900	2365666900	2365666900	456
6677	2366116900	2366116900	2366116900	2366116900	2366116900	2366116900	2366116900	456
6678	2366566900	2366566900	2366566900	2366566900	2366566900	2366566900	2366566900	456
6679	2367016900	2367016900	2367016900	2367016900	2367016900	2367016900	2367016900	456
6680	2367466900	2367466900	2367466900	2367466900	2367466900	2367466900	2367466900	455
6681	2367916900	2367916900	2367916900	2367916900	2367916900	2367916900	2367916900	455
6682	2368366900	2368366900	2368366900	2368366900	2368366900	2368366900	2368366900	455
6683	2368816900	2368816900	2368816900	2368816900	2368816900	2368816900	2368816900	455
6684	2369266900	2369266900	2369266900	2369266900	2369266900	2369266900	2369266900	455
6685	2369716900	2369716900	2369716900	2369716900	2369716900	2369716900	2369716900	455
6686	2370166900	2370166900	2370166900	2370166900	2370166900	2370166900	2370166900	455
6687	2370616900	2370616900	2370616900	2370616900	2370616900	2370616900	2370616900	455
6688	2371066900	2371066900	2371066900	2371066900	2371066900	2371066900	2371066900	455
6689	2371516900	2371516900	2371516900	2371516900	2371516900	2371516900	2371516900	455
6690	2371966900	2371966900	2371966900	2371966900	2371966900	2371966900	2371966900	454
6691	2372416900	2372416900	2372416900	2372416900	2372416900	2372416900	2372416900	454
6692	2372866900	2372866900	2372866900	2372866900	2372866900	2372866900	2372866900	454
6693	2373316900	2373316900	2373316900	2373316900	2373316900	2373316900	2373316900	454
6694	2373766900	2373766900	2373766900	2373766900	2373766900	2373766900	2373766900	454
6695	2374216900	2374216900	2374216900	2374216900	2374216900	2374216900	2374216900	454
6696	2374666900	2374666900	2374666900	2374666900	2374666900	2374666900	2374666900	454
6697	2375116900	2375116900	2375116900	2375116900	2375116900	2375116900	2375116900	454
6698	2375566900	2375566900	2375566900	2375566900	2375566900	2375566900	2375566900	454
6699	2376016900	2376016900	2376016900	2376016900	2376016900	2376016900	2376016900	454
6700	2376466900	2376466900	2376466900	2376466900	2376466900	2376466900	2376466900	453
6701	2376916900	2376916900	2376916900	2376916900	2376916900	2376916900	2376916900	453
6702	2377366900	2377366900	2377366900	2377366900	2377366900	2377366900	2377366900	453
6703	2377816900	2377816900	2377816900	2377816900	2377816900	2377816900	2377816900	453
6704	2378266900	2378266900	2378266900	2378266900	2378266900	2378266900	2378266900	453
6705	2378716900	2378716900	2378716900	2378716900	2378716900	2378716900	2378716900	453
6706	2379166900	2379166900	2379166900	2379166900	2379166900	2379166900	2379166900	453
6707	2379616900	2379616900	2379616900	2379616900	2379616900	2379616900	2379616900	453
6708	2380066900	2380066900	2380066900	2380066900	2380066900	2380066900	2380066900	453
6709	2380516900	2380516900	2380516900	2380516900	2380516900	2380516900	2380516900	453
6710	2380966900	2380966900	2380966900	2380966900	2380966900	2380966900	2380966900	452
6711	2381416900	2381416900	2381416900	2381416900	2381416900	2381416900	2381416900	452
6712	2381866900	2381866900	2381866900	2381866900	2381866900	2381866900	2381866900	452
6713	2382316900	2382316900	2382316900	2382316900	2382316900	2382316900	2382316900	452
6714	2382766900	2382766900	2382766900	2382766900	2382766900	2382766900	2382766900	452
6715	2383216900	2383216900	2383216900	2383216900	2383216900	2383216900	2383216900	452
6716	2383666900	2383666900	2383666900	2383666900	2383666900	2383666900	2383666900	452
6717	2384116900	2384116900	2384116900	2384116900	2384116900	2384116900	2384116900	452
6718	2384566900	2384566900	2384566900	2384566900	2384566900	2384566900	2384566900	452
6719	2385016900	2385016900	2385016900	2385016900	2385016900	2385016900	2385016900	452
6720	2385466900	2385466900	2385466900	2385466900	2385466900	2385466900	2385466900	451
6721	2385916900	2385916900	2385916900	2385916900	2385916900	2385916900	2385916900	451
6722	2386366900	2386366900	2386366900	2386366900	2386366900	2386366900	2386366900	451
6723	2386816900	2386816900	2386816900	2386816900	2386816900	2386816900	2386816900	451
6724	2387266900	2387266900	2387266900	2387266900	2387266900	2387266900	2387266900	451
6725	2387716900	2387716900	2387716900	2387716900	2387716900	2387716900	2387716900	451
6726	2388166900	2388166900	2388166900	2388166900	2388166900	2388166900	2388166900	451
6727	2388616900	2388616900	2388616900	2388616900	2388616900	2388616900	2388616900	451
6728	2389066900	2389066900	2389066900	2389066900	2389066900	2389066900	2389066900	451
6729	2389516900	2389516900	2389516900	2389516900	2389516900	2389516900	2389516900	451
6730	2389966900	2389966900	2389966900	2389966900	2389966900	2389966900	2389966900	450
6731	2390416900	2390416900	2390416900	2390416900	2390416900	2390416900	2390416900	450
6732	2390866900	2390866900	2390866900	2390866900	2390866900	2390866900	2390866900	450
6733	2391316900	2391316900	2391316900	2391316900	2391316900	2391316900	2391316900	450
6734	2391766900	2391766900	2391766900	2391766900	2391766900	2391766900	2391766900	450
6735	2392216900	2392216900	2392216900	2392216900	2392216900	2392216900	2392216900	450
6736	2392666900	2392666900	2392666900	2392666900	2392666900	2392666900	2392666900	450
6737	2393116900	2393116900	2393116900	2393116900	2393116900	2393116900	2393116900	450
6738	2393566900	2393566900	2393566900	2393566900	2393566900	2393566900	2393566900	450
6739	2394016900	2394016900	2394016900	2394016900	2394016900	2394016900	2394016900	450
6740	2394466900	2394466900	2394466900	2394466900	2394466900	2394466900	2394466900	449
6741	2394916900	2394916900	2394916900	2394916900	2394916900	2394916900	2394916900	449
6742	2395366900	2395366900	2395366900	2395366900	2395366900	2395366900	2395366900	449
6743	2395816900	2395816900	2395816900	2395816900	2395816900	2395816900	2395816900	449
6744	2396266900	2396266900	2396266900	2396266900	2396266900	2396266900	2396266900	449
6745	2396716900	2396716900	2396716900	2396716900	2396716900	2396716900	2396716900	449
6746	2397166900	2397166900	2397166900	2397166900	2397166900	2397166900	2397166900	449
6747	2397616900	2397616900	2397616900	2397616900	2397616900	2397616900	2397616900	449
6748	2398066900	2398066900	2398066900	2398066900	2398066900	2398066900	2398066900	449
6749	2398516900	2398516900	2398516900	2398516900	2398516900	2398516900	2398516900	449
6750	2398966900	2398966900	2398966900	2398966900	2398966900	2398966900	2398966900	448
6751	2399416900	2399416900	2399416900	2399416900	2399416900	2399416900	2399416900	448
6752	2399866900	2399866900	2399866900	2399866900	2399866900	2399866900	2399866900	448
6753	2400316900	2400316900	2400316900	2400316900	2400316900	2400316900	2400316900	448
6754	2400766900	2400766900	2400766900	2400766900	2400766900	2400766900	2400766900	448
6755	2401216900	2401216900	2401216900	2401216900	2401216900	2401216900	2401216900	448
6756	2401666900	2401666900	2401666900	2401666900	2401666900	2401666900	2401666900	448
6757	2402116900	2402116900	2402116900	2402116900	2402116900	2402116900	2402116900	448
6758	2402566900	2402566900	2402566900	2402566900	2402566900	2402566900	2402566900	448
6759	2403016900	2403016900	2403016900	2403016900	2403016900	2403016900	2403016900	448
6760	2403466900	2403466900	2403466900	2403466900	2403466900	2403466900	2403466900	447
6761	2403916900	2403916900	2403916900	2403916900	2403916900	2403916900	2403916900	447
6762	2404366900	2404366900	2404366900	2404366900	2404366900	2404366900	2404366900	447
6763	2404816900	2404816900	2404816900	2404816900	2404816900	2404816900	2404816900	447
6764	2405266900	2405266900	2405266900	2405266900	2405266900	2405266900	2405266900	447
6765	2405716900	2405716900	2405716900	2405716900	2405716900	2405716900	2405716900	447
6766	2406166900	2406166900	2406166900	2406166900	2406166900	2406166900	2406166900	447
