Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ		Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
fetishshaman5	282	fetishshaman5		4	StygianDollShaman	fetishshaman5		fetish	FetishShaman	raises Stygian Dolls	FW  	1							fetish5	fetishblow5	1	1	2	7	4	7	0	14	17	1	100	100	100	fetishshaman	fetishshaman	15	15	14	13				40	45	45	1	2	3	15	18	22	50	50	50	50	50	50																		0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	0		FetishInferno	A1	11	FetishAura	A1	5	Resurrect2	seq_fetishres	1																100	100	100	-50	-40	-33	40	30	30	30	30	30	50	40	40	40	40	40	60	50	110	50	50	50	4				24	24	24		320	380	83	328	50	100	87	60	120	87	0	0	0	320	380	83	328	50	100	87	60	120	87	0	0	0	320	380	83	328	50	100	87	60	120	87	0	0	0	A1	mag	100	20	40	0	100	20	40	0	100	20	40	0																													StygShaman	Act 3 Champ B	Act 3 Unique B		StygShaman (N)	Act 3 (N) Champ B	Act 3 (N) Unique B		StygShaman (H)	Act 3 (H) Champ B	Act 3 (H) Unique B				1	0	0	0	0
larva	283	larva		0	larva	larva			Idle		LV  	1													7	10	0	2	2	1	10	10	10	larva	larva		15	15	15																																				0	0	1	1	0	0		0	0	0	0	0	0	0		1	1			0	0	0	0	0																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	994	14	0	0	0	0	0	0	0	0	0	100	200	994	14	0	0	0	0	0	0	0	0	0	100	200	994	14	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
maggotqueen1	284	maggotqueen1		0	SandMaggotQueen	maggotqueen1		sandmaggot	SandMaggotQueen		MQ  	1			sandmaggot1	8	0	S1							2	4	0	7	9	1	16	16	16	maggotqueen	maggotqueen	10	15	15	15				11	12	13	8	8	8																				goospit1							1	0	0	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1	QueenDeath	seq_queendeath	1													100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2				12	12	12		150	375	81	48	85	220	74	0	0	91	0	0	0	150	375	81	48	85	220	74	0	0	91	0	0	0	150	375	81	48	85	220	74	0	0	91	0	0	0	A2	pois	100	20	20	250	100	20	20	250	100	20	20	250																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A				0	0	0	1	0
maggotqueen2	285	maggotqueen2		1	RockWormQueen	maggotqueen2		sandmaggot	SandMaggotQueen		MQ  	1			sandmaggot2	8	0	S1							2	4	0	7	9	1	20	20	20	maggotqueen	maggotqueen	10	15	15	15				11	12	13	7	7	7																				goospit2							1	0	0	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1	QueenDeath	seq_queendeath	1													100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2				15	15	15		150	375	82	52	85	220	74	0	0	91	0	0	0	150	375	82	52	85	220	74	0	0	91	0	0	0	150	375	82	52	85	220	74	0	0	91	0	0	0	A2	pois	100	20	20	250	100	20	20	250	100	20	20	250																													Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A				0	0	0	1	0
maggotqueen3	286	maggotqueen3		2	DevourerQueen	maggotqueen3		sandmaggot	SandMaggotQueen		MQ  	1			sandmaggot3	8	0	S1							2	4	0	7	9	1	28	28	28	maggotqueen	maggotqueen	10	15	15	15				11	12	13	6	6	6																				goospit3							1	0	0	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1	QueenDeath	seq_queendeath	1													100	75	50	-50	-40	-33	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	100	2				17	17	17		150	375	83	73	85	220	78	0	0	96	0	0	0	150	375	83	73	85	220	78	0	0	96	0	0	0	150	375	83	73	85	220	78	0	0	96	0	0	0	A2	pois	100	20	20	250	100	20	20	250	100	20	20	250																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B				0	0	0	1	0
maggotqueen4	287	maggotqueen4		3	GiantLampreyQueen	maggotqueen4		sandmaggot	SandMaggotQueen		MQ  	1			sandmaggot4	8	0	S1							2	4	0	7	9	1	37	37	37	maggotqueen	maggotqueen	10	15	15	15				11	12	13	5	5	5																				goospit4							1	0	0	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1	QueenDeath	seq_queendeath	1													100	75	50	-50	-40	-33	10	5	5	5	5	5	10	5	5	5	5	5	10	5	5	5	5	105	2				21	21	21		150	375	85	110	85	220	80	0	0	98	0	0	0	150	375	85	110	85	220	80	0	0	98	0	0	0	150	375	85	110	85	220	80	0	0	98	0	0	0	A2	pois	100	20	20	250	100	20	20	250	100	20	20	250																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A				0	0	0	1	0
maggotqueen5	288	maggotqueen5		4	WorldKillerQueen	maggotqueen5		sandmaggot	SandMaggotQueen		MQ  	1			sandmaggot5	8	0	S1							2	4	0	7	9	1	55	55	55	maggotqueen	maggotqueen	10	15	15	15				11	12	13	4	4	4																				goospit5							1	0	0	1	0	0	1	0	0	0	0	0	0	0		1	1			0	0	0	0	0		MagottUp	seq_maggotup	1	MagottDown	seq_maggotdown	1	MagottLay	seq_maggotlay	1	QueenDeath	seq_queendeath	1													100	75	50	-50	-40	-33	20	10	10	10	10	10	20	10	10	10	10	10	20	10	10	10	10	110	3				29	29	29		150	375	87	240	85	220	83	0	0	65	0	0	0	150	375	87	240	85	220	83	0	0	65	0	0	0	150	375	87	240	85	220	83	0	0	65	0	0	0	A2	pois	100	20	20	250	100	20	20	250	100	20	20	250																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	1	0
claygolem	289	claygolem		0	ClayGolem	claygolem		golem	NecroPet		G1  	1													1	1	0	16	16	1	4	4	4	claygolem	claygolem	11	15	15	15				85	85	85																														0	1	0	0	0	0		1	0	0	0	0	1	0		1	1			1	0	0	0	0																										100	75	50	-50	-50	-50	85	85	85	85	85	85	95	95	95	95	95	95	98	98	98	98	98	98	2		1		21	21	21		300	300	150	0	40	72	80	45	80	80	0	0	0	300	300	1800	0	250	500	6000	300	600	8000	0	0	0	300	300	30000	0	900	1550	16800	1000	1800	12600	0	0	0	A1	stun	80	0	0	0	80	0	0	0	80	0	0	0																																											0	0	0	0	0
bloodgolem	290	bloodgolem		0	BloodGolem	bloodgolem		golem	NecroPet		G2  	1													1	1	0	16	16	1	18	18	18	bloodgolem	bloodgolem	11	15	15	15				90	90	90																														0	1	0	0	0	0		1	0	0	0	0	1	0		1	1			1	0	0	0	0																										100	100	100	-50	-50	-50	85	85	85	85	85	85	95	95	95	95	95	95	98	98	98	98	98	100	2		1		31	31	31		500	500	200	0	64	96	120	90	144	120	0	0	0	500	500	2800	0	330	660	8000	400	800	10500	0	0	0	500	500	36000	0	1000	2000	22000	1200	2400	16400	0	0	0	A1	mag	80	40	100	0	80	40	100	0	80	40	100	0																																											0	0	0	0	0
irongolem	291	irongolem		0	IronGolem	irongolem		golem	NecroPet		G4  	1													1	1	0	16	16	1	26	26	26	irongolem	irongolem	11	15	15	15				90	90	90																														0	1	0	0	0	0	1	1	0	0	0	0	1	0		1	1			1	0	0	0	0																										100	75	50	-50	-50	-50	85	85	85	85	85	85	95	95	95	95	95	95	98	98	98	98	98	98	2		1		41	41	41		750	750	250	0	150	180	160	170	220	160	0	0	0	750	750	3500	0	1000	1250	10000	1250	1600	15000	0	0	0	750	750	44000	0	3500	4000	27200	4500	5500	20400	0	0	0	A1	rand	80	75	150	0	80	75	150	0	80	75	150	0																																											0	0	0	0	0
firegolem	292	firegolem		0	FireGolem	firegolem		golem	NecroPet		G3  	1													1	1	0	16	16	1	32	32	32	firegolem	firegolem	11	15	15	15				90	90	90																														0	1	0	0	0	0		1	0	0	0	0	1	0		1	1			1	0	0	0	0																										100	75	50	-50	-50	-50	85	85	100	85	85	85	95	95	100	95	95	95	98	98	100	98	98	98	2		1		50	50	50		1200	1200	350	0	120	192	240	160	252	240	0	0	0	1200	1200	5000	0	700	1400	13500	1100	2000	18000	0	0	0	1200	1200	50000	0	2400	4800	37000	4000	7000	28200	0	0	0	A1	fire	80	80	240	0	80	80	240	0	80	80	240	0																																											0	0	0	0	0
familiar	293	familiar		0	Dummy	familiar			Idle		FI  														1	1	0	15	11	1	7	7	7				15	15	15				90	90	90																														0	0	0	0	0	0		1	0	0	0	0	0	0		1	0			1	0	0	0	0																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								85	180	62	24	0	0	0	0	0	0	0	0	0	85	180	62	24	0	0	0	0	0	0	0	0	0	85	180	62	24	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
act3male	294	act3male		0	Dummy	act3male		human	Towner		N4  	1													1	1	0	6	7	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	1	1	1	0		1	0	0	0	0	0	0		0	1			0	0	0	0	0																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
baboon6	295	baboon6		0	NightMarauder	baboon6		baboon	Baboon		BB  	1													4	8	0	13	21	1	33	33	33	baboon	baboon	10	15	14	13				33	33	33	10	15	20	50	50	50	50	50	50	3	5	7																		0	0	1	1	0	0	1	0	0	0	0	0	1	0		1	1			0	0	0	0	0																										100	75	50	-50	-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				24	24	24		60	130	73	59	35	110	66	0	0	0	0	0	0	60	130	73	59	35	110	66	0	0	0	0	0	0	60	130	73	59	35	110	66	0	0	0	0	0	0	A1	cold	85	10	30	25	85	10	30	25	85	10	30	25																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B				0	0	0	0	0
act3female	296	act3female		0	Dummy	act3female		human	Towner		N3  	1													1	1	0	6	7	1	1	1	1	lightnpc	lightnpc		15	15	15																																				0	1	0	1	1	0		1	0	0	0	0	0	0		0	1			0	0	0	0	0																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
natalya	297	natalya		0	Natalya	natalya		human	Npc		TZ  	1													1	1	0	5	7	1	1	1	1	mednpc	mednpc		15	15	15																																				0	1	0	1	1	1		1	0	0	0	0	0	0		0	1			1	0	0	0	0																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2								100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0	100	200	100	0	0	0	0	0	0	0	0	0	0																																																									0	0	0	0	0
vilemother1	298	vilemother1		0	FleshSpawner	vilemother1		vilekind	VileMother		VM  	1			vilechild1	0	0	NU							3	5	0	10	12	1	52	52	52	vilemother	vilemother	10	15	14	13				16	17	20	5	5	6	30	35	40	80	85	90	70	60	50	20	20	20	9	8	7												0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	0		Nest	seq_vileres	1																						100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	2				24	24	24		60	115	55	56	30	75	54	0	0	0	0	0	0	60	115	55	56	30	75	54	0	0	0	0	0	0	60	115	55	56	30	75	54	0	0	0	0	0	0																																											Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
vilemother2	299	vilemother2		1	StygianHag	vilemother2		vilekind	VileMother		VM  	1			vilechild2	0	0	NU							4	8	0	10	12	1	54	54	54	vilemother	vilemother	10	15	14	13				16	18	21	5	5	6	30	35	40	80	90	95	70	60	50	20	20	20	9	8	7												0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	0		Nest	seq_vileres	1																						100	75	50	-50	-40	-33	0	0	0	0	25	0	0	0	0	0	50	0	0	0	0	0	100	0	2				27	27	27		60	115	55	71	30	75	54	0	0	0	0	0	0	60	115	55	71	30	75	54	0	0	0	0	0	0	60	115	55	71	30	75	54	0	0	0	0	0	0																																											Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
vilemother3	300	vilemother3		2	Grotesque	vilemother3		vilekind	VileMother		VM  	1			vilechild3	0	0	NU							5	10	0	10	12	1	58	58	58	vilemother	vilemother	10	15	14	13				16	19	22	5	6	6	30	35	40	80	90	95	70	60	50	20	20	20	9	8	7												0	0	1	1	0	0	1	0	0	0	1	0	1	0		1	1			0	0	0	0	0		Nest	seq_vileres	1																						100	75	50	-50	-40	-33	0	0	0	0	40	0	0	0	0	0	70	0	0	0	0	0	100	0	2				29	29	29		60	115	55	90	30	75	54	0	0	0	0	0	0	60	115	55	90	30	75	54	0	0	0	0	0	0	60	115	55	90	30	75	54	0	0	0	0	0	0																																											Act 4 Cast B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Cast B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Cast B	Act 4 (H) Champ B	Act 4 (H) Unique B				0	0	0	0	0
vilechild1	301	vilechild1		0	FleshBeast	vilechild1		vilekind	VileDog		VC  	1													7	13	0	11	15	1	65	65	65	vilechild	vilechild	9	15	14	13				80	85	90	5	5	5	80	85	90																								0	0	1	1	0	0	1	0	0	0	1	0	0	0		1	1			0	0	0	0	1																										100	75	50	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	2				38	38	38		20	30	59	22	15	30	61	0	0	0	0	0	0	20	30	59	22	15	30	61	0	0	0	0	0	0	20	30	59	22	15	30	61	0	0	0	0	0	0																																											Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
vilechild2	302	vilechild2		1	StygianDog	vilechild2		vilekind	VileDog		VC  	1													8	15	0	12	16	1	71	71	71	vilechild	vilechild	9	15	14	13				80	85	90	5	5	5	80	85	90																								0	0	1	1	0	0	1	0	0	0	1	0	0	0		1	1			0	0	0	0	1																										100	75	50	-50	-40	-33	0	0	0	0	25	0	0	0	0	0	50	0	0	0	0	0	100	0	2				43	43	43		20	30	60	24	15	30	61	0	0	0	0	0	0	20	30	60	24	15	30	61	0	0	0	0	0	0	20	30	60	24	15	30	61	0	0	0	0	0	0																																											Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
vilechild3	303	vilechild3		2	GrotesqueWyrm	vilechild3		vilekind	VileDog		VC  	1													9	17	0	13	17	1	74	74	74	vilechild	vilechild	9	15	14	13				80	85	90	5	5	5	80	85	90																								0	0	1	1	0	0	1	0	0	0	1	0	0	0		1	1			0	0	0	0	1																										100	75	50	-50	-40	-33	0	0	0	0	40	0	0	0	0	0	70	0	0	0	0	0	100	0	2				47	47	47		20	30	59	30	15	30	61	0	0	0	0	0	0	20	30	59	30	15	30	61	0	0	0	0	0	0	20	30	59	30	15	30	61	0	0	0	0	0	0																																											Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
fingermage1	304	fingermage1		0	Groper	fingermage1		fingermage	FingerMage	homing missiles	FR  	1													3	5	0	13	21	1	52	52	52	fingermage	fingermage	10	15	14	13				60	60	60	80	85	95	50	50	50	30	30	30	15	20	26	5	5	5	40	40	40	10	9	8									0	0	1	0	0	0	1	0	1	0	0	1	1	0		1	1			0	0	0	0	0		FingerMageSpider	S1	3																						100	66	33	-50	-40	-25	0	0	40	40	0	0	0	0	50	50	0	0	0	0	0	100	0	0	2				24	24	24		45	95	61	43	20	50	56	0	0	0	0	0	0	45	95	61	43	20	50	56	0	0	0	0	0	0	45	95	61	43	20	50	56	0	0	0	0	0	0																																											Act 4 Wraith A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Wraith A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Wraith A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
fingermage2	305	fingermage2		1	Strangler	fingermage2		fingermage	FingerMage	homing missiles	FR  	1													4	8	0	13	21	1	58	58	58	fingermage	fingermage	10	15	14	13				70	70	70	80	85	95	60	60	60	40	40	40	15	20	26	5	5	5	40	40	40	10	9	8									0	0	1	0	0	0	1	0	1	0	0	1	1	0		1	1			0	0	0	0	0		FingerMageSpider	S1	4																						100	66	33	-50	-40	-25	0	0	50	50	0	0	0	0	60	60	0	0	0	0	0	100	0	0	2				27	27	27		45	95	62	52	20	50	56	0	0	0	0	0	0	45	95	62	52	20	50	56	0	0	0	0	0	0	45	95	62	52	20	50	56	0	0	0	0	0	0																																											Act 4 Wraith B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Wraith B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Wraith B	Act 4 (H) Champ B	Act 4 (H) Unique B				0	0	0	0	0
fingermage3	306	fingermage3		2	StormCaster	fingermage3		fingermage	FingerMage	homing missiles	FR  	1													5	9	0	13	21	1	65	65	65	fingermage	fingermage	10	15	14	13				80	80	80	80	85	95	70	70	70	50	50	50	15	20	26	5	5	5	40	40	40	10	9	8									0	0	1	0	0	0	1	0	1	0	0	1	1	0		1	1			0	0	0	0	0		Bone Spirit	S1	5																						100	66	33	-50	-40	-25	0	0	60	60	0	0	0	0	75	75	0	0	0	0	0	100	0	0	2				29	29	29		45	95	62	57	20	50	56	0	0	0	0	0	0	45	95	62	57	20	50	56	0	0	0	0	0	0	45	95	62	57	20	50	56	0	0	0	0	0	0																																											Act 4 Wraith B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Wraith B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Wraith B	Act 4 (H) Champ B	Act 4 (H) Unique B				0	0	0	0	0
regurgitator1	307	regurgitator1		0	Otyugh	regurgitator1		regurgitator	Bighead	telekinetic whip	!O  	1													3	8	0	12	15	1	91	91	91	regurgitator	regurgitator	10	15	14	13				88	75	75	30	25	20	20	30	40	70	80	90														MonBoneSpirit							1	0	1	1	0	0	1	0	0	0	1	0	0	0		1	0			0	0	0	0	0																										100	85	75	-50	-40	-33	20	20	10	10	10	40	40	40	20	20	20	70	60	60	30	30	30	100	2				24	24	24		70	165	65	97	30	65	58	25	70	67	0	0	0	70	165	65	97	30	65	58	25	70	67	0	0	0	70	165	65	97	30	65	58	25	70	67	0	0	0	A1	rand	100	40	80	50	100	40	80	50	100	40	80	50	A2	mag	100	40	80	0	100	40	80	0	100	40	80	0															Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B				0	0	1	1	0
regurgitator2	308	regurgitator2		1	CorpseSpitter	regurgitator2		regurgitator	Regurgitator	eats and spits corpses	CS  	1													4	8	0	10	17	1	71	71	71	regurgitator	regurgitator	10	15	14	13				80	80	80	20	20	20	50	50	50	10	20	30	6	6	7	25	27	30								regurgitatorcorpse							1	0	1	1	0	0	1	0	0	0	1	0	0	0		1	1			0	0	0	0	1		RegurgitatorEat	S1	2																						100	85	75	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2				27	27	27		50	100	58	45	30	65	53	35	75	60	0	0	0	50	100	58	45	30	65	53	35	75	60	0	0	0	50	100	58	45	30	65	53	35	75	60	0	0	0																																											Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
regurgitator3	309	regurgitator3		2	MawFiend	regurgitator3		regurgitator	Regurgitator	eats and spits corpses	CS  	1													5	9	0	11	17	1	71	71	71	regurgitator	regurgitator	10	15	14	13				90	90	90	20	20	20	60	60	60	10	20	30	9	9	9	25	27	30								regurgitatorcorpse							1	0	1	1	0	0	1	0	0	0	1	0	0	0		1	1			0	0	0	0	1		RegurgitatorEat	S1	3																						100	85	75	-50	-40	-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	2				29	29	29		50	100	58	60	30	65	53	35	75	60	0	0	0	50	100	58	60	30	65	53	35	75	60	0	0	0	50	100	58	60	30	65	53	35	75	60	0	0	0																																											Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B				0	0	0	0	0
doomknight1	310	doomknight1		0	DoomKnight	doomknight1		doomknight	DoomKnight	Fighter	UM  	1													5	8	0	9	12	1	54	54	54	doomknight	doomknight	10	15	14	13				90	95	100	5	5	5	80	85	90	10	10	10																					0	0	1	1	0	0	1	0	1	0	0	0	1	0		1	1			0	0	0	0	1																										100	75	33	-50	-33	-25	0	0	80	20	20	40	0	0	100	20	20	40	0	0	100	20	20	50	2			1	24	24	24		40	85	67	42	25	60	57	15	55	65	0	0	0	40	85	67	42	25	60	57	15	55	65	0	0	0	40	85	67	42	25	60	57	15	55	65	0	0	0	A1	rand	100	50	100	50	100	50	100	50	100	50	100	50																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A				0	0	0	0	0
