Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Runeword4232	Wolf Pack	1		glov	boot								r23	r11	r25	gpr			ac		30	40	res-all		20	20	dur		10	20	charged	223	20	10	charged	224	20	10									0
Runeword4233	Wolf Pack	1		glov	boot								r23	r11	r25	gsw			ac		30	40	res-all		20	20	dur		10	20	charged	223	20	10	charged	224	20	10									0
Runeword4234	Wolf Pack	1		glov	boot								r23	r11	r25	glw			ac		30	40	res-all		20	20	dur		10	20	charged	223	20	10	charged	224	20	10									0
Runeword4235	Wolf Pack	1		glov	boot								r23	r11	r25	gpw			ac		30	40	res-all		20	20	dur		10	20	charged	223	20	10	charged	224	20	10									0
Runeword4236	Wolf Pack	1		glov	boot								r23	r11	r25	sku			ac		30	40	res-all		20	20	dur		10	20	charged	223	20	10	charged	224	20	10									0
Runeword4237	Wolf Pack	1		glov	boot								r23	r11	r25	skl			ac		30	40	res-all		20	20	dur		10	20	charged	223	20	10	charged	224	20	10									0
Runeword4238	Wolf Pack	1		glov	boot								r23	r11	r25	skz			ac		30	40	res-all		20	20	dur		10	20	charged	223	20	10	charged	224	20	10									0
Runeword4239	Wonderlust	1		miss									r23	r04	r27	jew			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4240	Wonderlust	1		miss									r23	r04	r27	gsv			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4241	Wonderlust	1		miss									r23	r04	r27	gzv			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4242	Wonderlust	1		miss									r23	r04	r27	gpv			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4243	Wonderlust	1		miss									r23	r04	r27	gsy			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4244	Wonderlust	1		miss									r23	r04	r27	gly			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4245	Wonderlust	1		miss									r23	r04	r27	gpy			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4246	Wonderlust	1		miss									r23	r04	r27	gsb			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4247	Wonderlust	1		miss									r23	r04	r27	glb			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4248	Wonderlust	1		miss									r23	r04	r27	gpb			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4249	Wonderlust	1		miss									r23	r04	r27	gsg			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4250	Wonderlust	1		miss									r23	r04	r27	glg			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4251	Wonderlust	1		miss									r23	r04	r27	gpg			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4252	Wonderlust	1		miss									r23	r04	r27	gsr			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4253	Wonderlust	1		miss									r23	r04	r27	glr			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4254	Wonderlust	1		miss									r23	r04	r27	gpr			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4255	Wonderlust	1		miss									r23	r04	r27	gsw			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4256	Wonderlust	1		miss									r23	r04	r27	glw			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4257	Wonderlust	1		miss									r23	r04	r27	gpw			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4258	Wonderlust	1		miss									r23	r04	r27	sku			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4259	Wonderlust	1		miss									r23	r04	r27	skl			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4260	Wonderlust	1		miss									r23	r04	r27	skz			hit-skill	74	5	10	hit-skill	38	5	15	dmg%		100	100	pierce		30	60	explosivearrow		1	1	hit-skill	56	7	15	ama		2	2	0
Runeword4261	Wolfenstein	1		glov	boot								r16	r07	r18	jew			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4262	Wolfenstein	1		glov	boot								r16	r07	r18	gsv			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4263	Wolfenstein	1		glov	boot								r16	r07	r18	gzv			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4264	Wolfenstein	1		glov	boot								r16	r07	r18	gpv			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4265	Wolfenstein	1		glov	boot								r16	r07	r18	gsy			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4266	Wolfenstein	1		glov	boot								r16	r07	r18	gly			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4267	Wolfenstein	1		glov	boot								r16	r07	r18	gpy			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4268	Wolfenstein	1		glov	boot								r16	r07	r18	gsb			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4269	Wolfenstein	1		glov	boot								r16	r07	r18	glb			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4270	Wolfenstein	1		glov	boot								r16	r07	r18	gpb			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4271	Wolfenstein	1		glov	boot								r16	r07	r18	gsg			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4272	Wolfenstein	1		glov	boot								r16	r07	r18	glg			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4273	Wolfenstein	1		glov	boot								r16	r07	r18	gpg			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4274	Wolfenstein	1		glov	boot								r16	r07	r18	gsr			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4275	Wolfenstein	1		glov	boot								r16	r07	r18	glr			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4276	Wolfenstein	1		glov	boot								r16	r07	r18	gpr			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4277	Wolfenstein	1		glov	boot								r16	r07	r18	gsw			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4278	Wolfenstein	1		glov	boot								r16	r07	r18	glw			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4279	Wolfenstein	1		glov	boot								r16	r07	r18	gpw			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4280	Wolfenstein	1		glov	boot								r16	r07	r18	sku			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4281	Wolfenstein	1		glov	boot								r16	r07	r18	skl			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4282	Wolfenstein	1		glov	boot								r16	r07	r18	skz			ac		20	30	res-all		10	10	dur		10	20	charged	223	30	5	charged	224	30	5									0
Runeword4283	Yellow Vane	1		glov	boot								r11	r15	r07	jew			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4284	Yellow Vane	1		glov	boot								r11	r15	r07	gsv			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4285	Yellow Vane	1		glov	boot								r11	r15	r07	gzv			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4286	Yellow Vane	1		glov	boot								r11	r15	r07	gpv			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4287	Yellow Vane	1		glov	boot								r11	r15	r07	gsy			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4288	Yellow Vane	1		glov	boot								r11	r15	r07	gly			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4289	Yellow Vane	1		glov	boot								r11	r15	r07	gpy			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4290	Yellow Vane	1		glov	boot								r11	r15	r07	gsb			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4291	Yellow Vane	1		glov	boot								r11	r15	r07	glb			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4292	Yellow Vane	1		glov	boot								r11	r15	r07	gpb			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4293	Yellow Vane	1		glov	boot								r11	r15	r07	gsg			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4294	Yellow Vane	1		glov	boot								r11	r15	r07	glg			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4295	Yellow Vane	1		glov	boot								r11	r15	r07	gpg			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4296	Yellow Vane	1		glov	boot								r11	r15	r07	gsr			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4297	Yellow Vane	1		glov	boot								r11	r15	r07	glr			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4298	Yellow Vane	1		glov	boot								r11	r15	r07	gpr			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4299	Yellow Vane	1		glov	boot								r11	r15	r07	gsw			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4300	Yellow Vane	1		glov	boot								r11	r15	r07	glw			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4301	Yellow Vane	1		glov	boot								r11	r15	r07	gpw			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4302	Yellow Vane	1		glov	boot								r11	r15	r07	sku			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4303	Yellow Vane	1		glov	boot								r11	r15	r07	skl			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4304	Yellow Vane	1		glov	boot								r11	r15	r07	skz			regen		3	3	balance1		20	20	dur		10	20	charged	226	10	5													0
Runeword4305	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	jew			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4306	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gsv			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4307	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gzv			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4308	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gpv			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4309	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gsy			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4310	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gly			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4311	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gpy			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4312	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gsb			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4313	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	glb			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4314	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gpb			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4315	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gsg			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4316	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	glg			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4317	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gpg			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4318	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gsr			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4319	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	glr			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4320	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gpr			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4321	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gsw			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4322	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	glw			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4323	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	gpw			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4324	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	sku			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4325	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	skl			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4326	Zodiac Sign	1		boot	tors	shld	helm						r24	r20	r22	skz			mag%		15	30	gold%		75	100	res-all		20	30	allskills		3	3	rep-dur	5			light		1	1					0
Runeword4327	Apprenticeship	1		shld	tors								r19	r09	r16	r13	jew		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4328	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gsv		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4329	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gzv		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4330	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gpv		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4331	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gsy		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4332	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gly		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4333	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gpy		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4334	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gsb		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4335	Apprenticeship	1		shld	tors								r19	r09	r16	r13	glb		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4336	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gpb		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4337	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gsg		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4338	Apprenticeship	1		shld	tors								r19	r09	r16	r13	glg		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4339	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gpg		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4340	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gsr		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4341	Apprenticeship	1		shld	tors								r19	r09	r16	r13	glr		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4342	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gpr		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4343	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gsw		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4344	Apprenticeship	1		shld	tors								r19	r09	r16	r13	glw		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4345	Apprenticeship	1		shld	tors								r19	r09	r16	r13	gpw		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4346	Apprenticeship	1		shld	tors								r19	r09	r16	r13	sku		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4347	Apprenticeship	1		shld	tors								r19	r09	r16	r13	skl		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4348	Apprenticeship	1		shld	tors								r19	r09	r16	r13	skz		ac		30	40	light		-2	-2	dur		10	20	charged	80	40	10	cast2		20	30									0
Runeword4349	Awakening	1		shld	tors								r16	r12	r20	r08	jew		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4350	Awakening	1		shld	tors								r16	r12	r20	r08	gsv		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4351	Awakening	1		shld	tors								r16	r12	r20	r08	gzv		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4352	Awakening	1		shld	tors								r16	r12	r20	r08	gpv		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4353	Awakening	1		shld	tors								r16	r12	r20	r08	gsy		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4354	Awakening	1		shld	tors								r16	r12	r20	r08	gly		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4355	Awakening	1		shld	tors								r16	r12	r20	r08	gpy		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4356	Awakening	1		shld	tors								r16	r12	r20	r08	gsb		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4357	Awakening	1		shld	tors								r16	r12	r20	r08	glb		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4358	Awakening	1		shld	tors								r16	r12	r20	r08	gpb		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4359	Awakening	1		shld	tors								r16	r12	r20	r08	gsg		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4360	Awakening	1		shld	tors								r16	r12	r20	r08	glg		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4361	Awakening	1		shld	tors								r16	r12	r20	r08	gpg		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4362	Awakening	1		shld	tors								r16	r12	r20	r08	gsr		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4363	Awakening	1		shld	tors								r16	r12	r20	r08	glr		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4364	Awakening	1		shld	tors								r16	r12	r20	r08	gpr		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4365	Awakening	1		shld	tors								r16	r12	r20	r08	gsw		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4366	Awakening	1		shld	tors								r16	r12	r20	r08	glw		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4367	Awakening	1		shld	tors								r16	r12	r20	r08	gpw		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4368	Awakening	1		shld	tors								r16	r12	r20	r08	sku		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4369	Awakening	1		shld	tors								r16	r12	r20	r08	skl		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4370	Awakening	1		shld	tors								r16	r12	r20	r08	skz		ac		20	30	res-all		20	20	dur		10	20	charged	95	50	8	swing1		10	20									0
Runeword4371	Bigger Brother	1		mele									r06	r09	r14	r11	jew		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4372	Bigger Brother	1		mele									r06	r09	r14	r11	gsv		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4373	Bigger Brother	1		mele									r06	r09	r14	r11	gzv		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4374	Bigger Brother	1		mele									r06	r09	r14	r11	gpv		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4375	Bigger Brother	1		mele									r06	r09	r14	r11	gsy		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4376	Bigger Brother	1		mele									r06	r09	r14	r11	gly		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4377	Bigger Brother	1		mele									r06	r09	r14	r11	gpy		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4378	Bigger Brother	1		mele									r06	r09	r14	r11	gsb		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4379	Bigger Brother	1		mele									r06	r09	r14	r11	glb		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4380	Bigger Brother	1		mele									r06	r09	r14	r11	gpb		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4381	Bigger Brother	1		mele									r06	r09	r14	r11	gsg		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4382	Bigger Brother	1		mele									r06	r09	r14	r11	glg		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4383	Bigger Brother	1		mele									r06	r09	r14	r11	gpg		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4384	Bigger Brother	1		mele									r06	r09	r14	r11	gsr		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4385	Bigger Brother	1		mele									r06	r09	r14	r11	glr		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4386	Bigger Brother	1		mele									r06	r09	r14	r11	gpr		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4387	Bigger Brother	1		mele									r06	r09	r14	r11	gsw		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4388	Bigger Brother	1		mele									r06	r09	r14	r11	glw		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4389	Bigger Brother	1		mele									r06	r09	r14	r11	gpw		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4390	Bigger Brother	1		mele									r06	r09	r14	r11	sku		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4391	Bigger Brother	1		mele									r06	r09	r14	r11	skl		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4392	Bigger Brother	1		mele									r06	r09	r14	r11	skz		howl		100	100	dmg-ltng		16	200	lifesteal		9	9	dmg-max		40	40	hit-skill	66	10	10	rep-dur	5							0
Runeword4393	Bigger Sister	1		miss									r09	r06	r14	r11	jew		mana-kill		3	6	dmg-ltng		8	100	lifesteal		4	8	dmg-max		30	60	knock		1	1	pierce		40	60	hit-skill	53	5	10	0
