Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	Term
Dbox 139			1						dU1	5	dU2	5	dU3	5	dU4	5	dU5	5	dU6	5	dU7	5	dU8	5	dU9	5	dU0	5	0
Dbox 140			1						dV1	5	dV2	5	dV3	5	dV4	5	dV5	5	dV6	5	dV7	5	dV8	5	dV9	5	dV0	5	0
Dbox 141			1						dW1	5	dW2	5	dW3	5	dW4	5	dW5	5	dW6	5	dW7	5	dW8	5	dW9	5	dW0	5	0
Dbox 142			1						dX1	5	dX2	5	dX3	5	dX4	5	dX5	5	dX6	5	dX7	5	dX8	5	dX9	5	dX0	5	0
Dbox 143			1						dY1	5	dY2	5	dY3	5	dY4	5	dY5	5	dY6	5	dY7	5	dY8	5	dY9	5	dY0	5	0
Dbox 144			1						dZ1	5	dZ2	5	dZ3	5	dZ4	5	dZ5	5	dZ6	5	dZ7	5	dZ8	5	dZ9	5	dZ0	5	0
Dbox 145			1						eA1	5	eA2	5	eA3	5	eA4	5	eA5	5	eA6	5	eA7	5	eA8	5	eA9	5	eA0	5	0
Dbox 146			1						eB1	5	eB2	5	eB3	5	eB4	5	eB5	5	eB6	5	eB7	5	eB8	5	eB9	5	eB0	5	0
Dbox 147			1						eC1	5	eC2	5	eC3	5	eC4	5	eC5	5	eC6	5	eC7	5	eC8	5	eC9	5	eC0	5	0
Dbox 148			1						eD1	5	eD2	5	eD3	5	eD4	5	eD5	5	eD6	5	eD7	5	eD8	5	eD9	5	eD0	5	0
Dbox 149			1						eE1	5	eE2	5	eE3	5	eE4	5	eE5	5	eE6	5	eE7	5	eE8	5	eE9	5	eE0	5	0
Dbox 150			1						eF1	5	eF2	5	eF3	5	eF4	5	eF5	5	eF6	5	eF7	5	eF8	5	eF9	5	eF0	5	0
Dbox A			1						Dbox 1	10	Dbox 2	10	Dbox 3	10	Dbox 4	10	Dbox 5	10	Dbox 6	10	Dbox 7	10	Dbox 8	10	Dbox 9	10	Dbox 10	10	0
Dbox B			1						Dbox 11	10	Dbox 12	10	Dbox 13	10	Dbox 14	10	Dbox 15	10	Dbox 16	10	Dbox 17	10	Dbox 18	10	Dbox 19	10	Dbox 20	10	0
Dbox C			1						Dbox 21	10	Dbox 22	10	Dbox 23	10	Dbox 24	10	Dbox 25	10	Dbox 26	10	Dbox 27	10	Dbox 28	10	Dbox 29	10	Dbox 30	10	0
Dbox D			1						Dbox 31	10	Dbox 32	10	Dbox 33	10	Dbox 34	10	Dbox 35	10	Dbox 36	10	Dbox 37	10	Dbox 38	10	Dbox 39	10	Dbox 40	10	0
Dbox E			1						Dbox 41	10	Dbox 42	10	Dbox 43	10	Dbox 44	10	Dbox 45	10	Dbox 46	10	Dbox 47	10	Dbox 48	10	Dbox 49	10	Dbox 50	10	0
Dbox F			1						Dbox 51	10	Dbox 52	10	Dbox 53	10	Dbox 54	10	Dbox 55	10	Dbox 56	10	Dbox 57	10	Dbox 58	10	Dbox 59	10	Dbox 60	10	0
Dbox G			1						Dbox 61	10	Dbox 62	10	Dbox 63	10	Dbox 64	10	Dbox 65	10	Dbox 66	10	Dbox 67	10	Dbox 68	10	Dbox 69	10	Dbox 70	10	0
Dbox H			1						Dbox 71	10	Dbox 72	10	Dbox 73	10	Dbox 74	10	Dbox 75	10	Dbox 76	10	Dbox 77	10	Dbox 78	10	Dbox 79	10	Dbox 80	10	0
Dbox I			1						Dbox 81	10	Dbox 82	10	Dbox 83	10	Dbox 84	10	Dbox 85	10	Dbox 86	10	Dbox 87	10	Dbox 88	10	Dbox 89	10	Dbox 90	10	0
Dbox J			1						Dbox 91	10	Dbox 92	10	Dbox 93	10	Dbox 94	10	Dbox 95	10	Dbox 96	10	Dbox 97	10	Dbox 98	10	Dbox 99	10	Dbox 100	10	0
Dbox K			1						Dbox 101	10	Dbox 102	10	Dbox 103	10	Dbox 104	10	Dbox 105	10	Dbox 106	10	Dbox 107	10	Dbox 108	10	Dbox 109	10	Dbox 110	10	0
Dbox L			1						Dbox 111	10	Dbox 112	10	Dbox 113	10	Dbox 114	10	Dbox 115	10	Dbox 116	10	Dbox 117	10	Dbox 118	10	Dbox 119	10	Dbox 120	10	0
Dbox M			1						Dbox 121	10	Dbox 122	10	Dbox 123	10	Dbox 124	10	Dbox 125	10	Dbox 126	10	Dbox 127	10	Dbox 128	10	Dbox 129	10	Dbox 130	10	0
Dbox N			1						Dbox 131	10	Dbox 132	10	Dbox 133	10	Dbox 134	10	Dbox 135	10	Dbox 136	10	Dbox 137	10	Dbox 138	10	Dbox 139	10	Dbox 140	10	0
Dbox O			1						Dbox 141	10	Dbox 142	10	Dbox 143	10	Dbox 144	10	Dbox 145	10	Dbox 146	10	Dbox 147	10	Dbox 148	10	Dbox 149	10	Dbox 150	10	0
Dbox ONE			1						Dbox A	20	Dbox B	20	Dbox C	20	Dbox D	20	Dbox E	20	Dbox F	20	Dbox G	20	Dbox H	20	Dbox I	20	Dbox J	20	0
Dbox TWO			1						Dbox K	20	Dbox L	20	Dbox M	20	Dbox N	20	Dbox O	20											0
Dbox Main			1					50	Dbox ONE	10	Dbox TWO	5																	0
Ghost 1			1						CA1	5	CB1	3	CC1	5	CD1	3	CE1	5	CF1	3	CG1	5	CH1	3	Gold8	200			0
Ghost 2			1						CA2	4	CB2	2	CC2	4	CD2	2	CE2	4	CF2	2	CG2	4	CH2	2	Gold8	200			0
Ghost 3			1						CA3	3	CB3	5	CC3	3	CD3	5	CE3	3	CF3	5	CG3	3	CH3	5	Gold8	200			0
Ghost 4			1						CA4	2	CB4	4	CC4	2	CD4	4	CE4	2	CF4	4	CG4	2	CH4	4	Gold8	200			0
Ghost 5			1						CA5	5	CB5	3	CC5	5	CD5	3	CE5	5	CF5	3	CG5	5	CH5	3	Gold8	200			0
Ghost 6			1						CA6	4	CB6	2	CC6	4	CD6	2	CE6	4	CF6	2	CG6	4	CH6	2	Gold8	200			0
Ghost 7			1						CA7	3	CB7	5	CC7	3	CD7	5	CE7	3	CF7	5	CG7	3	CH7	5	Gold8	200			0
Ghost 8			1						CA8	2	CB8	4	CC8	2	CD8	4	CE8	2	CF8	4	CG8	2	CH8	4	Gold8	200			0
Ghost 9			1						CA9	5	CB9	3	CC9	5	CD9	3	CE9	5	CF9	3	CG9	5	CH9	3	Gold8	200			0
Ghost 10			1						CA0	4	CB0	2	CC0	4	CD0	2	CE0	4	CF0	2	CG0	4	CH0	2	Gold8	200			0
Ghost Main			1						Ghost 1	5	Ghost 2	5	Ghost 3	5	Ghost 4	5	Ghost 5	5	Ghost 6	5	Ghost 7	5	Ghost 8	5	Ghost 9	5	Ghost 10	5	0
Spectre 1			1						FA1	5	FB1	3	FC1	5	FD1	3	FE1	5	FF1	3	FG1	5	Gold8	200					0
Spectre 2			1						FA2	4	FB2	2	FC2	4	FD2	2	FE2	4	FF2	2	FG2	4	Gold8	200					0
Spectre 3			1						FA3	3	FB3	5	FC3	3	FD3	5	FE3	3	FF3	5	FG3	3	Gold8	200					0
Spectre 4			1						FA4	2	FB4	4	FC4	2	FD4	4	FE4	2	FF4	4	FG4	2	Gold8	200					0
Spectre 5			1						FA5	5	FB5	3	FC5	5	FD5	3	FE5	5	FF5	3	Gold8	200							0
Spectre 6			1						FA6	4	FB6	2	FC6	4	FD6	2	FE6	4	FF6	2	Gold8	200							0
Spectre 7			1						FA7	3	FB7	5	FC7	3	FD7	5	FE7	3	FF7	5	Gold8	200							0
Spectre 8			1						FA8	2	FB8	4	FC8	2	FD8	4	FE8	2	FF8	4	Gold8	200							0
Spectre 9			1						FA9	5	FB9	3	FC9	5	FD9	3	FE9	5	FF9	3	Gold8	200							0
Spectre 10			1						FA0	4	FB0	2	FC0	4	FD0	2	FE0	4	FF0	2	Gold8	200							0
Spectre Main			1						Spectre 1	5	Spectre 2	5	Spectre 3	5	Spectre 4	5	Spectre 5	5	Spectre 6	5	Spectre 7	5	Spectre 8	5	Spectre 9	5	Spectre 10	5	0
Phantom 1			1						BA1	6	BB1	4	BC1	2	BD1	6	IA1	4	IB1	2	IC1	6	ID1	4	IE1	2	Spectre Main	5	0
Phantom 2			1						BA2	5	BB2	3	BC2	1	BD2	5	IA2	3	IB2	1	IC2	5	ID2	3	IE2	1	Phantom 1	5	0
Phantom 3			1						BA3	4	BB3	2	BC3	6	BD3	4	IA3	2	IB3	6	IC3	4	ID3	2	IE3	6	Phantom 2	5	0
Phantom 4			1						BA4	3	BB4	1	BC4	5	BD4	3	IA4	1	IB4	5	IC4	3	ID4	1	IE4	5	Phantom 3	5	0
Phantom 5			1						BA5	2	BB5	6	BC5	4	BD5	2	IA5	6	IB5	4	IC5	2	ID5	6	IE5	4	Phantom 4	5	0
Phantom 6			1						BA6	1	BB6	5	BC6	3	BD6	1	IA6	5	IB6	3	IC6	1	ID6	5	IE6	3	Phantom 5	5	0
Phantom 7			1						BA7	6	BB7	4	BC7	2	BD7	6	IA7	4	IB7	2	IC7	6	ID7	4	IE7	2	Phantom 6	5	0
Phantom 8			1						BA8	5	BB8	3	BC8	1	BD8	5	IA8	3	IB8	1	IC8	5	ID8	3	IE8	1	Phantom 7	5	0
Phantom 9			1						BA9	4	BB9	2	BC9	6	BD9	4	IA9	2	IB9	6	IC9	4	ID9	2	IE9	6	Phantom 8	5	0
Phantom 10			1						BA0	3	BB0	1	BC0	5	BD0	3	IA0	1	IB0	5	IC0	3	ID0	1	IE0	5	Phantom 9	5	0
Phantom 11			1						BE1	2	BF1	6	BG1	4	BH1	2	BI1	6	BJ1	4	BK1	2	BL1	6	BM1	4	Phantom 10	5	0
Phantom 12			1						BE2	1	BF2	5	BG2	3	BH2	1	BI2	5	BJ2	3	BK2	1	BL2	5	BM2	3	Phantom 11	5	0
Phantom 13			1						BE3	6	BF3	4	BG3	2	BH3	6	BI3	4	BJ3	2	BK3	6	BL3	4	BM3	2	Phantom 12	5	0
Phantom 14			1						BE4	5	BF4	3	BG4	1	BH4	5	BI4	3	BJ4	1	BK4	5	BL4	3	BM4	1	Phantom 13	5	0
Phantom 15			1						BE5	4	BF5	2	BG5	6	BH5	4	BI5	2	BJ5	6	BK5	4	BL5	2	BM5	6	Phantom 14	5	0
Phantom 16			1						BE6	3	BF6	1	BG6	5	BH6	3	BI6	1	BJ6	5	BK6	3	BL6	1	BM6	5	Phantom 15	5	0
Phantom 17			1						BE7	2	BF7	6	BG7	4	BH7	2	BI7	6	BJ7	4	BK7	2	BL7	6	BM7	4	Phantom 16	5	0
Phantom 18			1						BE8	1	BF8	5	BG8	3	BH8	1	BI8	5	BJ8	3	BK8	1	BL8	5	BM8	3	Phantom 17	5	0
Phantom 19			1						BE9	6	BF9	4	BG9	2	BH9	6	BI9	4	BJ9	2	BK9	6	BL9	4	BM9	2	Phantom 18	5	0
Phantom 20			1						BE0	5	BF0	3	BG0	1	BH0	5	BI0	3	BJ0	1	BK0	5	BL0	3	BM0	1	Phantom 19	5	0
Phantom A			1						Phantom 1	5	Phantom 2	5	Phantom 3	5	Phantom 4	5	Phantom 5	5	Phantom 6	5	Phantom 7	5	Phantom 8	5	Phantom 9	5	Phantom 10	5	0
Phantom B			1						Phantom 11	5	Phantom 12	5	Phantom 13	5	Phantom 14	5	Phantom 15	5	Phantom 16	5	Phantom 17	5	Phantom 18	5	Phantom 19	5	Phantom 20	5	0
Haunted 1			1					330	Spectre 1	5	Ghost 1	5	Phantom 1	3	Phantom 11	3	Gold16	50											0
Haunted 2			1					330	Spectre 2	5	Ghost 2	5	Phantom 2	3	Phantom 12	3	Gold16	50											0
Haunted 3			1					330	Spectre 3	5	Ghost 3	5	Phantom 3	3	Phantom 13	3	Gold16	50											0
Haunted 4			1					330	Spectre 4	5	Ghost 4	5	Phantom 4	3	Phantom 14	3	Gold16	50											0
Haunted 5			1					330	Spectre 5	5	Ghost 5	5	Phantom 5	3	Phantom 15	3	Gold16	50											0
Haunted 6			1					330	Spectre 6	5	Ghost 6	5	Phantom 6	3	Phantom 16	3	Gold16	50											0
Haunted 7			1					330	Spectre 7	5	Ghost 7	5	Phantom 7	3	Phantom 17	3	Gold16	50											0
Haunted 8			1					330	Spectre 8	5	Ghost 8	5	Phantom 8	3	Phantom 18	3	Gold16	50											0
Haunted 9			1					330	Spectre 9	5	Ghost 9	5	Phantom 9	3	Phantom 19	3	Gold16	50											0
Haunted 10			1					330	Spectre 10	5	Ghost 10	5	Phantom 10	3	Phantom 20	3	Gold16	50											0
Haunted Main			1					330	Spectre Main	5	Ghost Main	5	Phantom A	3	Phantom B	3	Gold16	50											0
Gremlin 1			1					120	LA1	1	LB1	3	LC1	5	LD1	7	LE1	9	LF1	11	LG1	13	LV1	15	LY1	17			0
Gremlin 2			1					120	LA2	3	LB2	5	LC2	7	LD2	9	LE2	11	LF2	13	LG2	15	LV2	17	LY2	19			0
Gremlin 3			1					120	LA3	5	LB3	7	LC3	9	LD3	11	LE3	13	LF3	15	LG3	17	LV3	19	LY3	21			0
Gremlin 4			1					120	LA4	7	LB4	9	LC4	11	LD4	13	LE4	15	LF4	17	LG4	19	LV4	21	LY4	1			0
Gremlin 5			1					120	LA5	9	LB5	11	LC5	13	LD5	15	LE5	17	LF5	19	LG5	21	LV5	1	LY5	3			0
Gremlin 6			1					120	LA6	11	LB6	13	LC6	15	LD6	17	LE6	19	LF6	21	LG6	1	LV6	3	LY6	5			0
Gremlin 7			1					120	LA7	13	LB7	15	LC7	17	LD7	19	LE7	21	LF7	1	LG7	3	LV7	5	LY7	7			0
Gremlin 8			1					120	LA8	15	LB8	17	LC8	19	LD8	21	LE8	1	LF8	3	LG8	5	LV8	7	LY8	9			0
Gremlin 9			1					120	LA9	17	LB9	19	LC9	21	LD9	1	LE9	3	LF9	5	LG9	7	LV9	9	LY9	11			0
Gremlin 10			1					120	LA0	19	LB0	21	LC0	1	LD0	3	LE0	5	LF0	7	LG0	9	LV0	11	LY0	13			0
Gremlin 11			1					120	LH1	21	LI1	1	LJ1	3	LK1	5	LL1	7	LM1	9	LN1	11	LW1	13	LZ1	15			0
Gremlin 12			1					120	LH2	1	LI2	3	LJ2	5	LK2	7	LL2	9	LM2	11	LN2	13	LW2	15	LZ2	17			0
Gremlin 13			1					120	LH3	3	LI3	5	LJ3	7	LK3	9	LL3	11	LM3	13	LN3	15	LW3	17	LZ3	19			0
Gremlin 14			1					120	LH4	5	LI4	7	LJ4	9	LK4	11	LL4	13	LM4	15	LN4	17	LW4	19	LZ4	21			0
Gremlin 15			1					120	LH5	7	LI5	9	LJ5	11	LK5	13	LL5	15	LM5	17	LN5	19	LW5	21	LZ5	1			0
Gremlin 16			1					120	LH6	9	LI6	11	LJ6	13	LK6	15	LL6	17	LM6	19	LN6	21	LW6	1	LZ6	3			0
Gremlin 17			1					120	LH7	11	LI7	13	LJ7	15	LK7	17	LL7	19	LM7	21	LN7	1	LW7	3	LZ7	5			0
Gremlin 18			1					120	LH8	13	LI8	15	LJ8	17	LK8	19	LL8	21	LM8	1	LN8	3	LW8	5	LZ8	7			0
Gremlin 19			1					120	LH9	15	LI9	17	LJ9	19	LK9	21	LL9	1	LM9	3	LN9	5	LW9	7	LZ9	9			0
Gremlin 20			1					120	LH0	17	LI0	19	LJ0	21	LK0	1	LL0	3	LM0	5	LN0	7	LW0	9	LZ0	11			0
Gremlin 21			1					120	LO1	19	LP1	21	LQ1	1	LR1	3	LS1	5	LT1	7	LU1	9	LX1	11	MQ1	13			0
Gremlin 22			1					120	LO2	21	LP2	1	LQ2	3	LR2	5	LS2	7	LT2	9	LU2	11	LX2	13	MQ2	15			0
Gremlin 23			1					120	LO3	1	LP3	3	LQ3	5	LR3	7	LS3	9	LT3	11	LU3	13	LX3	15	MQ3	17			0
Gremlin 24			1					120	LO4	3	LP4	5	LQ4	7	LR4	9	LS4	11	LT4	13	LU4	15	LX4	17	MQ4	19			0
Gremlin 25			1					120	LO5	5	LP5	7	LQ5	9	LR5	11	LS5	13	LT5	15	LU5	17	LX5	19	MQ5	21			0
Gremlin 26			1					120	LO6	7	LP6	9	LQ6	11	LR6	13	LS6	15	LT6	17	LU6	19	LX6	21	MQ6	1			0
Gremlin 27			1					120	LO7	9	LP7	11	LQ7	13	LR7	15	LS7	17	LT7	19	LU7	21	LX7	1	MQ7	3			0
Gremlin 28			1					120	LO8	11	LP8	13	LQ8	15	LR8	17	LS8	19	LT8	21	LU8	1	LX8	3	MQ8	5			0
Gremlin 29			1					120	LO9	13	LP9	15	LQ9	17	LR9	19	LS9	21	LT9	1	LU9	3	LX9	5	MQ9	7			0
Gremlin 30			1					120	LO0	15	LP0	17	LQ0	19	LR0	21	LS0	1	LT0	3	LU0	5	LX0	7	MQ0	9			0
Gremlin 31			1					120	MR1	17	MR4	19	MR7	21	MR0	1	MS3	3	MS6	5	MS9	7	MT2	9	MT5	11			0
Gremlin 32			1					120	MR2	19	MR5	21	MR8	1	MS1	3	MS4	5	MS7	7	MS0	9	MT3	11	MT6	13			0
Gremlin 33			1					120	MR3	21	MR6	1	MR9	3	MS2	5	MS5	7	MS8	9	MT1	11	MT4	13	MT7	15			0
Gremlin A			1						Gremlin 1	5	Gremlin 2	10	Gremlin 3	15	Gremlin 4	20	Gremlin 5	5	Gremlin 6	10	Gremlin 7	15	Gremlin 8	20	Gremlin 9	5			0
Gremlin B			1						Gremlin 10	10	Gremlin 11	5	Gremlin 12	10	Gremlin 13	15	Gremlin 14	20	Gremlin 15	5	Gremlin 16	10	Gremlin 17	15	Gremlin 18	20			0
Gremlin C			1						Gremlin 19	5	Gremlin 20	10	Gremlin 21	5	Gremlin 22	10	Gremlin 23	15	Gremlin 24	20	Gremlin 25	5	Gremlin 26	10	Gremlin 27	15			0
Gremlin D			1						Gremlin 28	20	Gremlin 29	5	Gremlin 30	10	Gremlin 31	5	Gremlin 32	10	Gremlin 33	15									0
Gremlin Main			1					120	Gremlin A	4	Gremlin B	4	Gremlin C	4	Gremlin D	4	Gold8	10											0
TCard-Joker			1						KA0	5	KA1	5	KA2	5	KA3	5	KA4	5	KA5	5	KA6	5	KA7	5	KA8	5	KA9	5	0
TCard-2			1						KB2	3	KC2	3	KD2	3	KE2	10	KF2	10	KG2	10	KH2	10							0
TCard-3			1						KB3	3	KC3	3	KD3	3	KE3	10	KF3	10	KG3	10	KH3	10	TCard-2	10					0
TCard-4			1						KB4	3	KC4	3	KD4	3	KE4	10	KF4	10	KG4	10	KH4	10	TCard-3	10	TCard-2	10			0
TCard-5			1						KB5	3	KC5	3	KD5	3	KE5	10	KF5	10	KG5	10	KH5	10	TCard-4	10	TCard-3	10	TCard-2	10	0
TCard-6			1						KB6	3	KC6	3	KD6	3	KE6	10	KF6	10	KG6	10	KH6	10	TCard-5	10	TCard-4	10	TCard-3	10	0
TCard-7			1						KB7	3	KC7	3	KD7	3	KE7	10	KF7	10	KG7	10	KH7	10	TCard-6	10	TCard-5	10	TCard-4	10	0
TCard-8			1						KB8	3	KC8	3	KD8	3	KE8	10	KF8	10	KG8	10	KH8	10	TCard-7	10	TCard-6	10	TCard-5	10	0
TCard-9			1						KB9	3	KC9	3	KD9	3	KE9	10	KF9	10	KG9	10	KH9	10	TCard-8	10	TCard-7	10	TCard-6	10	0
TCard-10			1						KB0	3	KC0	3	KD0	3	KE0	10	KF0	10	KG0	10	KH0	10	TCard-9	10	TCard-8	10	TCard-7	10	0
TCard-J			1						KBA	3	KCA	3	KDA	3	KEA	10	KFA	10	KGA	10	KHA	10	TCard-10	10	TCard-9	10	TCard-8	10	0
TCard-Q			1						KBB	3	KCB	3	KDB	3	KEB	10	KFB	10	KGB	10	KHB	10	TCard-J	10	TCard-10	10	TCard-9	10	0
TCard-K			1						KBC	3	KCC	3	KDC	3	KEC	10	KFC	10	KGC	10	KHC	10	TCard-Q	10	TCard-J	10	TCard-10	10	0
TCard-A			1						KBD	3	KCD	3	KDD	3	KED	10	KFD	10	KGD	10	KHD	10	TCard-K	10	TCard-Q	10	TCard-J	10	0
TCard-E			1						KBE	3	KCE	3	KDE	3	KEE	10	KFE	10	KGE	10	KHE	10	TCard-A	10	TCard-K	10	TCard-Q	10	0
TCard-Z			1						KBF	3	KCF	3	KDF	3	KEF	10	KFF	10	KGF	10	KHF	10	TCard-E	10	TCard-A	10	TCard-K	10	0
TGrade-A			1					75	Gold4	125	TCard-Joker	100	TCard-2	150															0
TGrade-B			1					75	Gold5	125	TCard-Joker	100	TCard-2	100	TCard-3	50													0
TGrade-C			1					75	Gold6	125	TCard-Joker	100	TCard-2	75	TCard-3	50	TCard-4	25											0
TGrade-D			1					75	Gold7	125	TCard-Joker	100	TCard-2	63	TCard-3	50	TCard-4	25	TCard-5	12									0
TGrade-E			1					75	Gold8	125	TCard-Joker	100	TCard-2	57	TCard-3	50	TCard-4	25	TCard-5	12	TCard-6	6							0
TGrade-F			1					75	Gold9	125	TCard-Joker	100	TCard-2	53	TCard-3	50	TCard-4	25	TCard-5	12	TCard-6	6	TCard-7	4					0
TGrade-G			1					75	Gold10	125	TCard-Joker	100	TCard-2	51	TCard-3	50	TCard-4	25	TCard-5	12	TCard-6	6	TCard-7	4	TCard-8	2			0
TGrade-H			1					75	Gold11	125	TCard-Joker	100	TCard-2	50	TCard-3	50	TCard-4	25	TCard-5	12	TCard-6	6	TCard-7	4	TCard-8	2	TCard-9	1	0
TGrade-I			1					75	Gold12	125	TCard-Joker	100	TCard-3	50	TCard-4	50	TCard-5	25	TCard-6	12	TCard-7	6	TCard-8	4	TCard-9	2	TCard-10	1	0
TGrade-J			1					75	Gold12	125	TCard-Joker	100	TCard-4	50	TCard-5	50	TCard-6	25	TCard-7	12	TCard-8	6	TCard-9	4	TCard-10	2	TCard-J	1	0
TGrade-K			1					75	Gold13	125	TCard-Joker	100	TCard-5	50	TCard-6	50	TCard-7	25	TCard-8	12	TCard-9	6	TCard-10	4	TCard-J	2	TCard-Q	1	0
TGrade-L			1					75	Gold13	125	TCard-Joker	100	TCard-6	50	TCard-7	50	TCard-8	25	TCard-9	12	TCard-10	6	TCard-J	4	TCard-Q	2	TCard-K	1	0
TGrade-M			1					75	Gold14	125	TCard-Joker	100	TCard-7	50	TCard-8	50	TCard-9	25	TCard-10	12	TCard-J	6	TCard-Q	4	TCard-K	2	TCard-A	1	0
TGrade-N			1					75	Gold14	125	TCard-Joker	100	TCard-8	50	TCard-9	50	TCard-10	25	TCard-J	12	TCard-Q	6	TCard-K	4	TCard-A	2	TCard-E	1	0
TGrade-O			1					75	Gold15	125	TCard-Joker	100	TCard-9	50	TCard-10	50	TCard-J	25	TCard-Q	12	TCard-K	6	TCard-A	4	TCard-E	2	TCard-Z	1	0
TGrade-P			1					75	Gold15	125	TCard-Joker	100	TCard-9	47	TCard-10	48	TCard-J	25	TCard-Q	13	TCard-K	7	TCard-A	5	TCard-E	3	TCard-Z	2	0
TGrade-Q			1					75	Gold16	125	TCard-Joker	100	TCard-9	47	TCard-10	47	TCard-J	25	TCard-Q	14	TCard-K	8	TCard-A	5	TCard-E	3	TCard-Z	2	0
TGrade-R			1					75	Gold16	125	TCard-Joker	100	TCard-9	44	TCard-10	45	TCard-J	25	TCard-Q	15	TCard-K	9	TCard-A	6	TCard-E	4	TCard-Z	2	0
TGrade-S			1					75	Gold17	125	TCard-Joker	100	TCard-9	43	TCard-10	43	TCard-J	25	TCard-Q	16	TCard-K	10	TCard-A	6	TCard-E	4	TCard-Z	3	0
TGrade-T			1					75	Gold17	125	TCard-Joker	100	TCard-9	41	TCard-10	41	TCard-J	25	TCard-Q	17	TCard-K	11	TCard-A	7	TCard-E	5	TCard-Z	3	0
TGrade-U			1					75	Gold18	125	TCard-Joker	100	TCard-9	40	TCard-10	40	TCard-J	25	TCard-Q	18	TCard-K	12	TCard-A	7	TCard-E	5	TCard-Z	3	0
TGrade-V			1					75	Gold18	125	TCard-Joker	100	TCard-9	37	TCard-10	38	TCard-J	25	TCard-Q	19	TCard-K	13	TCard-A	8	TCard-E	6	TCard-Z	4	0
TGrade-W			1					75	Gold19	125	TCard-Joker	100	TCard-9	36	TCard-10	37	TCard-J	25	TCard-Q	20	TCard-K	14	TCard-A	8	TCard-E	6	TCard-Z	4	0
TGrade-X			1					75	Gold19	125	TCard-Joker	100	TCard-9	34	TCard-10	35	TCard-J	25	TCard-Q	21	TCard-K	15	TCard-A	9	TCard-E	7	TCard-Z	4	0
TGrade-Y			1					75	Gold20	125	TCard-Joker	100	TCard-9	33	TCard-10	33	TCard-J	25	TCard-Q	22	TCard-K	16	TCard-A	9	TCard-E	7	TCard-Z	5	0
TGrade-Z			1					75	Gold20	125	TCard-Joker	100	TCard-9	31	TCard-10	31	TCard-J	25	TCard-Q	23	TCard-K	17	TCard-A	10	TCard-E	8	TCard-Z	5	0
Act 1 Junk			1	25	100	300	500	40	Potion 1	10	Misc 0	5	Cscroll Main	2	Gold1	5	Jewelry A	5	Runes 1	5									0
Act 2 Junk			1	25	100	300	500	40	Potion 2	10	Misc 0	5	Cscroll Main	2	Act 1 Junk	10	Jewelry A	5	Runes 2	5									0
Act 3 Junk			1	25	100	300	500	40	Potion 3	10	Misc 0	5	Cscroll Main	2	Act 2 Junk	15	Jewelry A	5	Runes 3	5									0
Act 4 Junk			1	25	100	300	500	40	Potion 4	10	Misc 0	5	Cscroll Main	2	Act 3 Junk	20	Jewelry A	5	Runes 4	5									0
Act 5 Junk			1	25	100	300	500	40	Potion 5	10	Misc 0	5	Cscroll Main	2	Act 4 Junk	25	Jewelry A	5	Runes 5	5									0
Act 1 (N) Junk			1	25	100	300	500	40	Potion 6	10	Misc 1	5	Cscroll Main	4	Act 5 Junk	30													0
Act 2 (N) Junk			1	25	100	300	500	40	Potion 6	10	Misc 1	5	Cscroll Main	4	Act 5 Junk	30													0
Act 3 (N) Junk			1	25	100	300	500	40	Potion 6	10	Misc 1	5	Cscroll Main	4	Act 5 Junk	30													0
Act 4 (N) Junk			1	25	100	300	500	40	Potion 6	10	Misc 1	5	Cscroll Main	4	Act 5 Junk	30													0
Act 5 (N) Junk			1	25	100	300	500	40	Potion 6	10	Misc 1	5	Cscroll Main	4	Act 5 Junk	30													0
Act 1 (H) Junk			1	25	100	300	500	40	Potion 6	10	Misc 2	5	Cscroll Main	6	Act 5 Junk	30													0
Act 2 (H) Junk			1	25	100	300	500	40	Potion 6	10	Misc 2	5	Cscroll Main	6	Act 5 Junk	30													0
Act 3 (H) Junk			1	25	100	300	500	40	Potion 6	10	Misc 2	5	Cscroll Main	6	Act 5 Junk	30													0
Act 4 (H) Junk			1	25	100	300	500	40	Potion 6	10	Misc 2	5	Cscroll Main	6	Act 5 Junk	30													0
Act 5 (H) Junk			1	25	100	300	500	40	Potion 6	10	Misc 2	5	Cscroll Main	6	Act 5 Junk	30													0
Act 1 Equip A			1	25	100	300	500	40	weap3	7	armo3	7	TGrade-A	1															0
Act 1 Equip B			1	25	100	300	500	40	weap3	3	armo3	3	weap6	7	armo6	7	TGrade-A	2											0
Act 1 Equip C			1	25	100	300	500	40	weap6	6	armo6	3	weap9	14	armo9	7	weap12	2	armo12	1	TGrade-A	3							0
Act 2 Equip A			1	25	100	300	500	40	weap9	6	armo9	3	weap12	14	armo12	7	weap15	2	armo15	1	Act 1 Equip C	100	TGrade-B	1					0
Act 2 Equip B			1	25	100	300	500	40	weap12	6	armo12	3	weap15	14	armo15	7	weap18	2	armo18	1	Act 2 Equip A	100	TGrade-B	2					0
Act 2 Equip C			1	25	100	300	500	40	weap15	6	armo15	3	weap18	14	armo18	7	weap21	2	armo21	1	Act 2 Equip B	100	TGrade-B	3					0
