name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	nameable
Shadow Plate	100	0	1	1	769	1870	90	10	115	0	0	84	0	85	0	344664	8549906	uul	uul	0	328	ful		ful	xul	uul		1	2	3	1	6	1	flpful	invful			2	2	2	2	2	2	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Sacred Armor	100	0	1	1	834	2008	120	5	120	0	0	72	0	88	0	386598	9744424	uar	uar	0	328	aar		aar	xar	uar		1	2	3	1	6	1	flpaar	invsacrd	invaaru	invaaru	1	2	2	2	2	0	0		0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5		0	0	0	0	2	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Buckler	0	0	1	1	9	22	4	0	1	0	0	14	0	1	0	68	6034	buc	buc	0	328	buc		buc	xuc	uuc		7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu	0	0	0	0	0	0	0		0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	1	0	1	1	1	1	1	1	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	kit	xuc	1
Small Shield	0	0	1	1	17	40	4	0	2	0	5	19	0	5	0	410	11024	sml	sml	0	328	buc		sml	xml	uml		7	2	2	1	4	2	flpsml	invsml	invsmlu	invsmlu	0	0	0	0	0	0	0		0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	1	0	1	1	1	1	1	1	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	2	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	5	0	bsh	xml	1
Large Shield	0	0	1	1	28	60	6	5	4	0	12	28	0	11	0	1214	22676	lrg	lrg	0	328	lrg		lrg	xrg	urg		7	2	3	1	4	2	flplrg	invlrg	invlrgu	invlrgu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	1	0	1	1	0	1	0	1	10	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	1	1	1	1	1	0	0	0	0	255	1	1	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	tow	xrg	1
Spiked Shield	0	0	1	1	37	104	6	0	6	0	10	48	0	11	0	1890	26394	spk	spk	0	328	spk		spk	xpk	upk		7	2	3	1	4	2	flpspk	invspk	invspku	invspku	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	1	3	20	0	0	0	0	0	0	0	0	0	255	0	0	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1			2	8	0	gts	xpk	1
Kite Shield	0	0	1	1	44	92	8	0	8	0	15	36	0	15	0	2129	35966	kit	kit	0	328	kit		kit	xit	uit		7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	1	1	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xuc	xit	1
Bone Shield	0	0	1	1	40	140	8	0	10	0	20	48	0	19	0	3175	54162	bsh	bsh	0	328	bsh		bsh	xsh	ush		7	2	3	1	4	2	flpbsh	invbsh	invbshu	invbshu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	1	3	20	0	0	0	0	0	0	0	0	0	255	0	0	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1			2	8	0	xml	xsh	1
Tower Shield	0	0	1	1	63	134	12	10	12	0	24	72	0	22	0	4249	73738	tow	tow	0	328	tow		tow	xow	uow		7	2	3	1	4	2	flptow	invtow	invtowu	invtowu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	1	0	0	0	0	255	0	0	0	0	255	1	2	1	1	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	1	1	0	0	1	0	0	0	0	255	1	1	1	2	20	0	0	0	0	20			2	2	0	xrg	xow	1
Gothic Shield	0	0	1	1	80	174	10	5	14	0	16	48	0	30	0	8000	155000	gts	gts	0	328	kit		gts	xts	uts		7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	1	1	20	0	0	0	0	1	0	0	0	0	255	0	0	1	2	20	0	0	1	1	20			2	2	0	xpk	xts	1
Defender	0	0	1	1	106	234	8	0	17	0	10	81	0	34	0	12562	154246	xuc	xuc	0	328	buc		buc	xuc	uuc		7	2	2	1	4	2	flpbuc	invdefn	invbucu	invbucu	0	0	0	0	0	0	0		0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx	1
Round Shield	0	0	1	1	125	274	8	0	20	0	12	76	0	37	0	15451	207470	xml	xml	0	328	buc		sml	xml	uml		7	2	2	1	4	2	flpsml	invrond	invxmlu	invxmlu	0	0	0	0	0	0	0		0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	5	0	xxx	xxx	1
Scutum	0	0	1	1	144	312	12	5	24	0	14	74	0	42	0	19537	296718	xrg	xrg	0	328	lrg		lrg	xrg	urg		7	2	3	1	5	2	flplrg	invsctm	invxrgu	invxrgu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	1
Barbed Shield	0	0	1	1	162	341	12	0	28	0	17	66	0	42	0	23155	344648	xpk	xpk	0	328	spk		spk	xpk	upk		7	2	3	1	5	2	flpspk	invspk	invxpku	invxpku	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Dragon Shield	0	0	1	1	173	370	16	0	33	0	18	91	0	45	0	23094	379888	xit	xit	0	328	kit		kit	xit	uit		7	2	3	1	5	2	flpkit	invdrgs	invkitu	invkitu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	1
Grim Shield	0	0	1	1	191	405	16	0	38	0	20	84	0	48	0	39143	675046	xsh	xsh	0	328	bsh		bsh	xsh	ush		7	2	3	1	5	2	flpbsh	invbsh	invxshu	invxshu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Pavise	0	0	1	1	207	442	24	10	44	0	24	86	0	50	0	29550	557000	xow	xow	0	328	tow		tow	xow	uow		7	2	3	1	5	2	flptow	invpavs	invtowu	invtowu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	1
Ancient Shield	0	0	1	1	235	506	20	5	50	0	22	96	0	56	0	39220	844680	xts	xts	0	328	kit		gts	xts	uts		7	2	4	1	5	2	flpgts	invancsh	invgtsu	invgtsu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	1
Heater	100	0	1	1	272	590	12	0	56	0	22	105	0	58	0	48303	770454	uuc	uuc	0	328	buc		buc	xuc	uuc		7	2	2	1	4	2	flpbuc	invhetr	invbucu	invbucu	0	0	0	0	0	0	0		0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx	1
Luna	100	0	1	1	307	656	12	0	63	0	20	100	0	61	0	57189	873086	uml	uml	0	328	buc		sml	xml	uml		7	2	2	1	4	2	flpsml	invluna	invsmlu	invsmlu	0	0	0	0	0	0	0		0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	5	0	xxx	xxx	1
Hyperion	100	0	1	1	338	724	18	5	70	0	24	98	0	64	0	65914	1028556	urg	urg	0	328	lrg		lrg	xrg	urg		7	2	3	1	6	2	flplrg	invhypn	invlrgu	invlrgu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	1
Blade Barrier	100	0	1	1	374	792	18	0	78	0	20	99	0	68	0	85443	827828	upk	upk	0	328	spk		spk	xpk	upk		7	2	3	1	6	2	flpspk	invspk	invspku	invspku	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Monarch	100	0	1	1	410	866	24	0	86	0	22	103	0	72	0	81896	1152308	uit	uit	0	328	kit		kit	xit	uit		7	2	3	1	6	2	flpkit	invmonc	invkitu	invkitu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	1
Troll Nest	100	0	1	1	422	892	24	0	95	0	20	88	0	76	0	101842	1173160	ush	ush	0	328	bsh		bsh	xsh	ush		7	2	3	1	6	2	flpbsh	invbsh	invbshu	invbshu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	8	0	xxx	xxx	1
Aegis	100	0	1	1	449	950	36	10	104	0	24	110	0	79	0	97701	1387136	uow	uow	0	328	tow		tow	xow	uow		7	2	3	1	6	2	flptow	invages	invtowu	invtowu	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	1
Ward	100	0	1	1	472	986	30	5	113	0	24	120	0	84	0	109635	1713204	uts	uts	0	328	kit		gts	xts	uts		7	2	4	1	6	2	flpgts	invgts	invgtsu	invutss	0	0	0	0	0	0	0		0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5		0	0	0	0	1	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx	1
Gloves(L)	0	0	1	1	8	16	2	0	1	0	0	14	0	3	0	80	8120	lgl	lgl	0	328	lgl		lgl	xlg	ulg		16	2	2	1	3	0	flplgl	invlgl			0	0	0	0	0	0	0		0	0	0	glov		item_gloves	12	item_gloves	0	0	5		0	0	0	0	5	0	0	0			0	1	0	0	0	0	255	1	1	0	1	1	1	1	1	1	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	tgl	xlg	1
Heavy Gloves	0	0	1	1	17	36	2	0	3	0	0	16	0	7	0	352	13232	vgl	vgl	0	328	vgl		vgl	xvg	uvg		16	2	2	1	3	0	flpvgl	invvgl			0	0	0	0	0	0	0		0	0	0	glov		item_gloves	12	item_gloves	0	0	5		0	0	0	0	5	0	0	0			0	1	0	0	0	0	255	0	1	0	1	1	0	1	0	1	5	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	1	1	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	hgl	xvg	1
Bracers(M)	0	0	1	1	32	64	2	0	5	0	0	19	0	12	0	859	22154	mgl	mgl	0	328	mgl		mgl	xmg	umg		16	2	2	1	3	0	flpmgl	invmgl			0	0	0	0	0	0	0		0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5		0	0	0	0	5	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	1	0	0	10	1	2	1	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xlg	xmg	1
Light Gauntlets	0	0	1	1	43	92	2	0	8	0	0	21	0	20	0	1635	41350	tgl	tgl	0	328	mgl		tgl	xtg	utg		16	2	2	1	3	0	flptgl	invtgl			0	0	0	0	0	0	0		0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5		0	0	0	0	5	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	1	0	1	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	2	1	1	1	1	2	1	1	1	0	0	1	1	255	1	1	0	1	255	0	0	0	0	255	0	0	1	1	20	1	1	0	0	255			0	8	0	xvg	xtg	1
Gaunlets(H)	0	0	1	1	58	124	2	0	11	0	0	28	0	27	0	2964	72014	hgl	hgl	0	328	hgl		hgl	xhg	uhg		16	2	2	1	3	0	flphgl	invhgl			0	0	0	0	0	0	0		0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5		0	0	0	0	5	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	1	1	0	1	1	1	1	0	1	1	1	1	0	1	255	1	1	0	0	255	0	0	0	0	255	1	1	1	1	20	1	1	1	1	20			0	8	0	xmg	xhg	1
Demonhide Gloves	0	0	1	1	102	224	4	0	15	0	0	14	0	33	0	8480	128204	xlg	xlg	0	328	lgl		lgl	xlg	ulg		16	2	2	1	3	0	flplgl	invlgl			0	0	0	0	0	0	0		0	0	0	glov		item_gloves	12	item_gloves	0	0	5		0	0	0	0	5	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Sharkskin Gloves	0	0	1	1	129	274	4	0	20	0	0	16	0	39	0	11420	170126	xvg	xvg	0	328	vgl		vgl	xvg	uvg		16	2	2	1	3	0	flpvgl	invshkgl			0	0	0	0	0	0	0		0	0	0	glov		item_gloves	12	item_gloves	0	0	5		0	0	0	0	5	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Heavy Bracers	0	0	1	1	155	330	4	0	26	0	0	19	0	43	0	14111	229612	xmg	xmg	0	328	mgl		mgl	xmg	umg		16	2	2	1	3	0	flpmgl	invhvygl			0	0	0	0	0	0	0		0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5		0	0	0	0	5	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Battle Gauntlets	0	0	1	1	178	380	4	0	33	0	0	21	0	49	0	16913	322050	xtg	xtg	0	328	mgl		tgl	xtg	utg		16	2	2	1	3	0	flptgl	invbatgl			0	0	0	0	0	0	0		0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5		0	0	0	0	5	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
War Gauntlets	0	0	1	1	204	436	4	0	41	0	0	28	0	54	0	20900	447488	xhg	xhg	0	328	hgl		hgl	xhg	uhg		16	2	2	1	3	0	flphgl	invhgl			0	0	0	0	0	0	0		0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5		0	0	0	0	5	0	0	0			0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
Bramble Mitts	100	0	1	1	251	524	6	0	50	0	0	14	0	57	0	26920	539876	ulg	ulg	0	328	lgl		lgl	xlg	ulg		16	2	2	1	4	0	flplgl	invlgl			0	0	0	0	0	0	0		0	0	0	glov		item_gloves	12	item_gloves	0	0	5		0	0	0	0	5	0	0	0			0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	0	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			0	8	0	xxx	xxx	1
