Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	*monlvl1	*monlvl2	*monlvl3	*monlvl4	*monlvl5	*monlvl6	*monlvl7	*monlvl8	*monlvl9	*monlvl10	*monlvl11	*monlvl12	*monlvl13	*monlvl14	*monlvl15	*monlvl16	*monlvl17	*monlvl18	*monlvl19	*monlvl20	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 2 - Tomb Tal 1	66	1	1	13	13	48	2400	2400	2400	2400	2400	2400	4500	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	60	99	99	64	164	164	1536	1536	1536	0	3	4	6	7	9	1	0	12	wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard3	knight2	knight3	brute3	snake																														wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard3	knight2	knight3	brute3	snake									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	knight2															8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 2	67	1	1	13	13	49	2400	2400	2400	2400	2400	2400	4500	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	60	99	99	64	164	164	1536	1536	1536	0	3	4	6	7	9	1	0	12	wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard2	knight2	knight3	brute3	snake																														wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard2	knight2	knight3	brute3	snake									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	knight2															8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 3	68	1	1	13	13	50	2400	2400	2400	2400	2400	2400	4500	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	60	99	99	64	164	164	1536	1536	1536	0	3	4	6	7	9	1	0	12	wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard3	knight2	knight3	brute3	snake																														wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard3	knight2	knight3	brute3	snake									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	knight2															8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 4	69	1	1	13	13	51	2400	2400	2400	2400	2400	2400	4500	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	60	99	99	64	164	164	1536	1536	1536	0	3	4	6	7	9	1	0	12	wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard2	knight2	knight3	brute3	snake																														wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard2	knight2	knight3	brute3	snake									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	knight2															8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 5	70	1	1	13	13	52	2400	2400	2400	2400	2400	2400	4500	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	60	99	99	64	164	164	1536	1536	1536	0	3	4	6	7	9	1	0	12	wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard3	knight2	knight3	brute3	snake																														wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard3	knight2	knight3	brute3	snake									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	knight2															8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 6	71	1	1	13	13	53	2400	2400	2400	2400	2400	2400	4500	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	60	99	99	64	164	164	1536	1536	1536	0	3	4	6	7	9	1	0	12	wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard2	knight2	knight3	brute3	snake																														wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard2	knight2	knight3	brute3	snake									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	knight2															8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 7	72	1	1	13	13	54	2400	2400	2400	2400	2400	2400	4500	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	60	99	99	64	164	164	1536	1536	1536	0	3	4	6	7	9	1	0	12	wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard3	knight2	knight3	brute3	snake																														wraith4	scarab4	mummy4	unraveler4	vampire1	blunderbore2	golem3	darkguard3	knight2	knight3	brute3	snake									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	knight2															8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Duriel's Lair	73	1	1	13	13	55	99	99	99	99	99	99	4500	3100	0	2	0	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	60	99	99	65	165	165	1536	1536	1536	0	3	3	4	6	8	1	0	13	wraith5	scarab5	mummy5	unraveler4	vampire2	blunderbore3	golem3	darkguard2	knight3	knight3	brute3	snake	treant1																													wraith5	scarab5	mummy5	unraveler4	vampire2	blunderbore3	golem3	darkguard2	knight3	knight3	brute3	snake	treant1								wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	knight2															0	21	255	Duriel's Lair	To Duriel's Lair	A2L40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Arcane	74	1	1	11	11	56	99	99	99	99	99	99	5000	1000	0	1	0	0	1	0	1	1	0	1	2	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	60	99	99	60	160	160	1024	1024	1024	0	2	4	5	7	9	1	0	12	wraith3	goatman4	vampire1	golem3	darkguard2	darkguard3	knight3	wraith4	knight2	cr_archer3	sk_archer3	treant1																														wraith3	goatman4	vampire1	golem3	darkguard2	darkguard3	knight3	wraith4	knight2	cr_archer3	sk_archer3	treant1									wraith3	goatman4	vampire1																				0	22	16	Arcane Sanctuary	To The Arcane Sanctuary	A2L41	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0
Act 3 - Town	75	2	2			57	64	48	64	48	64	48	1000	1000	0	1	1	1	0	0	1	1	0	1	2	20	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	223	0	1	0	0	2025	0	0	0	0	0	0	0	0	0	0	0					0	0																																																																																					0	23	18	Kurast Docktown	To The Kurast Docktown	A3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 3 - Jungle 1	76	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	1	3	21	-1	-1	-1	-1	84	85	0	0	0	0	0	0	51	51	-1	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	80	99	99	66	166	166	1024	1024	1024	1	4	4	6	10	15	1	5	11	iceglobe	thornhulk1	fetish2	fetishblow2	crownest1	willowisp2	firebeast	bug	lizardman1	act2guard5	treant1																															iceglobe	thornhulk1	fetish2	fetishblow2	crownest1	willowisp2	firebeast	bug	lizardman1	act2guard5	treant1										thornhulk1	fetish2	fetishblow2	willowisp2																			0	24	19	Spider Forest	To The Spider Forest	A3L2	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 2	77	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	1	3	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	80	99	99	67	167	167	1024	1024	1024	1	4	4	6	10	15	1	5	12	frogdemon1	frogdemon2	thornhulk1	zombie4	fetishshaman2	firebeast	willowisp2	crownest1	bug	lizardman1	act2guard5	treant1																														frogdemon1	frogdemon2	thornhulk1	zombie4	fetishshaman2	firebeast	willowisp2	crownest1	bug	lizardman1	act2guard5	treant1									frogdemon1	frogdemon2	thornhulk1	zombie4	fetishshaman2	willowisp2																	0	24	20	Great Marsh	To The Great Marsh	A3L3	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 3	78	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	1	3	21	-1	-1	-1	-1	86	88	0	0	0	0	0	0	53	54	-1	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	80	99	99	68	168	168	1024	1024	1024	1	4	4	6	10	15	1	5	15	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishblow3	iceglobe	crownest1	parrot	bug	lizardman1	lizardman2	act2guard5	treant1																											fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishblow3	iceglobe	crownest1	parrot	bug	lizardman1	lizardman2	act2guard5	treant1						fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishblow3																0	24	21	Flayer Jungle	To The Flayer Jungle	A3L4	31	43	40	52	43	69	0	0	50	15	45	35	50	25	0	0	0
Act 3 - Kurast 1	79	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	1	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	80	99	99	70	170	170	1024	1024	1024	1	3	4	6	7	9	1	0	13	sandleaper4	vulture3	zealot1	darkguard2	iceglobe	sandraider4	foulcrow2	crownest1	parrot	lizardman1	lizardman2	act2guard4	thornhulk2																													sandleaper4	vulture3	zealot1	darkguard2	iceglobe	sandraider4	foulcrow2	crownest1	parrot	lizardman1	lizardman2	act2guard4	thornhulk2								sandleaper4	vulture3	zealot1																				0	25	22	Lower Kurast	To Lower Kurast	A3L5	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0	0
Act 3 - Kurast 2	80	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	1	3	22	-1	-1	-1	-1	92	92	94	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	80	99	99	71	171	171	1024	1024	1024	1	3	4	6	7	9	1	0	11	thornhulk2	zealot2	cantor1	foulcrow2	darkguard2	iceglobe	sandraider4	crownest1	parrot	lizardman2	act2guard4																															thornhulk2	zealot2	cantor1	foulcrow2	darkguard2	iceglobe	sandraider4	crownest1	parrot	lizardman2	act2guard4										thornhulk2	zealot2	cantor1																				0	25	23	Kurast Bazaar	To The Kurast Bazaar	A3L6	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 3	81	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	1	3	22	-1	-1	-1	-1	92	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	80	99	99	72	172	172	1024	1024	1024	1	3	4	6	7	9	1	0	13	vulture4	zealot3	cantor2	thornhulk2	darkguard2	iceglobe	sandraider4	foulcrow2	quillrat5	parrot	lizardman2	lizardman3	act2guard4																													vulture4	zealot3	cantor2	thornhulk2	darkguard2	iceglobe	sandraider4	foulcrow2	quillrat5	parrot	lizardman2	lizardman3	act2guard4								vulture4	zealot3	cantor2	thornhulk2																			0	25	24	Upper Kurast	To Upper Kurast	A3L7	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 4	82	2	2			57	48	16	48	16	48	16	-1	-1	0	1	1	1	0	0	1	1	1	1	3	22	-1	-1	-1	-1	0	0	98	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	80	99	99	73	173	173	1024	1024	1024	1	3	4	6	7	9	1	0	12	cantor3	darkguard2	iceglobe	sandraider4	foulcrow2	quillrat5	umberhulk	golem3	parrot	lizardman3	act2guard4	treant2																														cantor3	darkguard2	iceglobe	sandraider4	foulcrow2	quillrat5	umberhulk	golem3	parrot	lizardman3	act2guard4	treant2									golem3	cantor3	darkguard2																				0	25	255	Kurast Causeway	To The Kurast Causeway	A3L8	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Travincal	83	2	2			57	64	64	64	64	64	64	-1	-1	0	1	1	1	0	0	1	1	1	1	3	22	-1	-1	-1	-1	100	0	0	0	0	0	0	0	64	-1	-1	-1	-1	-1	-1	-1	128	255	255	223	0	0	1	0	2025	80	99	99	74	174	174	1024	1024	1024	0	2	3	5	6	8	1	0	13	cantor3	cantor4	vampire2	golem3	firebeast	iceglobe	sandraider4	foulcrow2	quillrat5	quillrat5	umberhulk	act2guard4	treant2																													cantor3	cantor4	vampire2	golem3	firebeast	iceglobe	sandraider4	foulcrow2	quillrat5	quillrat5	umberhulk	act2guard4	treant2								cantor3	cantor3	vampire2	treant2																			0	25	25	Travincal	To Travincal	A3L9	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0	0
Act 3 - Spider 1	84	2	2			58	2000	2000	2000	2000	2000	2000	1500	1000	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	80	99	99	66	166	166	1024	1024	1024	0	3	3	4	4	5	1	0	9	arach3	arach4	batdemon2	sandmaggot4	arach3	golem2	firebeast	bug	act2guard5																																	arach3	arach4	batdemon2	sandmaggot4	arach3	golem2	firebeast	bug	act2guard5												arach3	arach4	batdemon2	sandmaggot4	arach3																		0	29	255	Spider Cave	To The Spider Cave	A3L10	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Spider 2	85	2	2			59	2000	2000	2000	2000	2000	2000	1500	1300	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	80	99	99	66	166	166	1024	1024	1024	0	3	3	4	4	5	1	0	9	arach3	arach4	batdemon2	sandmaggot4	arach3	golem2	firebeast	iceglobe	lizardman2																																	arach3	arach4	batdemon2	sandmaggot4	arach3	golem2	firebeast	iceglobe	lizardman2												arach3	arach4	batdemon2	sandmaggot4	arach3																		0	29	255	Spider Cavern	To The Spider Cavern	A3L11	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Dungeon 1 A	86	2	2			60	2400	2400	2400	2400	2400	2400	2000	1000	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	87	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	80	99	99	67	167	167	1024	1024	1024	0	3	3	4	5	6	1	0	11	mummy4	bonefetish4	batdemon2	willowisp2	bonefetish4	darkguard2	zombie4	crownest1	bug	lizardman1	act2guard5																															mummy4	bonefetish4	batdemon2	willowisp2	bonefetish4	darkguard2	zombie4	crownest1	bug	lizardman1	act2guard5										mummy4	bonefetish4	batdemon2	willowisp2	bonefetish4																		0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	A3L12	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 B	87	2	2			61	2400	2400	2400	2400	2400	2400	2000	1300	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	90	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	80	99	99	67	167	167	1024	1024	1024	0	3	3	4	5	5	1	0	9	bonefetish4	zombie4	batdemon2	willowisp2	bonefetish4	darkguard2	fetish3	suckernest3	lizardman2																																	bonefetish4	zombie4	batdemon2	willowisp2	bonefetish4	darkguard2	fetish3	suckernest3	lizardman2												bonefetish4	zombie4	batdemon2	willowisp2	bonefetish4																		0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	A3L13	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 A	88	2	2			62	2400	2400	2400	2400	2400	2400	2000	1600	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	80	99	99	68	168	168	1024	1024	1024	0	3	3	4	5	6	1	0	13	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	willowisp2	crownest1	bug	lizardman2	act2guard5																													fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	willowisp2	crownest1	bug	lizardman2	act2guard5								fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3															0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	A3L14	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 B	89	2	2			63	2400	2400	2400	2400	2400	2400	2000	1900	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	80	99	99	68	168	168	1024	1024	1024	0	3	3	4	5	5	1	0	11	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	willowisp2	suckernest3	lizardman2																															fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	willowisp2	suckernest3	lizardman2										fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3															0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	A3L15	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 Treasure	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	80	99	99	67	167	167	1024	1024	1024	0	2	1	2	2	3	1	0	11	bonefetish4	bonefetish4	batdemon2	willowisp2	firebeast	lightningbeast	foulcrow2	baboon3	suckernest3	parrot	lizardman2																															bonefetish4	bonefetish4	batdemon2	willowisp2	firebeast	lightningbeast	foulcrow2	baboon3	suckernest3	parrot	lizardman2										bonefetish4	batdemon2	willowisp2																				0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	A3L16	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 Treasure	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	89	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	80	99	99	68	168	168	1024	1024	1024	0	3	1	2	2	3	1	0	14	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	lightningbeast	foulcrow2	baboon3	suckernest4	parrot	lizardman2																												fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	lightningbeast	foulcrow2	baboon3	suckernest4	parrot	lizardman2							fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3															0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	A3L17	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	0
Act 3 - Sewer 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1	0	255	255	255	0	0	1	0	2025	80	99	99	71	171	171	1024	1024	1024	1	3	3	4	6	7	1	0	11	mummy4	batdemon3	unraveler4	bonefetish4	willowisp2	golem2	firebeast	baboon3	crownest1	lizardman2	act2guard5																															mummy4	batdemon3	unraveler4	bonefetish4	willowisp2	golem2	firebeast	baboon3	crownest1	lizardman2	act2guard5										mummy4	batdemon3	unraveler4	bonefetish4	lizardman3	treant2																	0	26	255	Sewers Level 1	To The Sewers Level 1	A3L18	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Sewer 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	80	99	99	71	171	171	1024	1024	1024	1	3	3	4	6	7	1	0	11	mummy4	unraveler4	frogdemon3	bonefetish4	willowisp2	golem2	firebeast	baboon3	suckernest3	lizardman3	quillbear5																															mummy4	unraveler4	frogdemon3	bonefetish4	willowisp2	golem2	firebeast	baboon3	suckernest3	lizardman3	quillbear5										mummy4	unraveler4	frogdemon3	bonefetish4	lizardman3	treant2																	0	26	255	Sewers Level 2	To The Sewers Level 2	A3L19	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Temple 1	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	80	99	99	72	172	172	1024	1024	1024	1	2	1	2	2	2	1	0	11	monolith2	corruptrogue5	arach5	vampire2	darkguard2	firebeast	crownest1	suckernest3	parrot	act2guard4	treant2																															monolith2	corruptrogue5	arach5	vampire2	darkguard2	firebeast	crownest1	suckernest3	parrot	act2guard4	treant2										monolith2	corruptrogue5	arach5	vampire2	lizardman3	treant2																	0	28	255	Ruined Temple	To The Ruined Temple	A3L20	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 2	95	2	2			69	24	24	24	24	24	24	3000	1124	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	80	99	99	72	172	172	1024	1024	1024	1	2	1	2	2	2	1	0	11	monolith2	corruptrogue5	arach5	vampire2	darkguard2	firebeast	crownest1	suckernest3	parrot	act2guard4	treant2																															monolith2	corruptrogue5	arach5	vampire2	darkguard2	firebeast	crownest1	suckernest3	parrot	act2guard4	treant2										monolith2	corruptrogue5	arach5	vampire2	lizardman3	treant2																	0	28	255	Disused Fane	To The Disused Fane	A3L21	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 3	96	2	2			70	24	24	24	24	24	24	3000	1248	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	80	99	99	72	172	172	1024	1024	1024	1	2	1	2	2	2	1	0	11	monolith2	corruptrogue5	arach5	vampire2	darkguard2	firebeast	crownest1	suckernest3	parrot	act2guard4	treant2																															monolith2	corruptrogue5	arach5	vampire2	darkguard2	firebeast	crownest1	suckernest3	parrot	act2guard4	treant2										monolith2	corruptrogue5	arach5	vampire2	lizardman3	treant2																	0	28	255	Forgotten Reliquary	To The Forgotten Reliquary	A3L22	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 4	97	2	2			71	24	24	24	24	24	24	3000	1372	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	100	80	99	99	72	172	172	1024	1024	1024	1	2	1	2	2	2	1	0	12	clawviper5	scarab5	batdemon4	cr_archer5	darkguard2	firebeast	foulcrow2	baboon3	suckernest3	parrot	act2guard4	treant2																														clawviper5	scarab5	batdemon4	cr_archer5	darkguard2	firebeast	foulcrow2	baboon3	suckernest3	parrot	act2guard4	treant2									clawviper5	scarab5	batdemon4	cr_archer5	lizardman3	treant2																	0	28	255	Forgotten Temple	To The Forgotten Temple	A3L23	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
